,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.83,0.88,0.97,0.8,0.9,0.96,0.7,0.75,0.0,0.93,0.83,0.92,0.86,0.95,0.88,0.0,0.8
amygdala.csv,0.51,0.62,0.74,0.78,0.62,0.91,0.57,0.91,0.66,0.51,0.8,0.49,0.63,0.65,0.5,0.64,0.63
chrysalis.csv,0.68,0.56,0.61,0.47,0.79,0.89,0.5,0.26,0.71,0.61,0.6,0.86,0.75,0.81,0.5,0.64,0.39
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8
hydrate.csv,0.52,0.43,0.47,0.44,0.48,0.8,0.67,0.25,0.46,0.56,0.45,0.61,0.47,0.49,0.5,0.38,0.34
ivef-sdk.csv,0.44,0.49,0.61,0.47,0.53,0.61,0.51,0.0,0.65,0.52,0.75,0.53,0.95,0.96,0.5,0.5,0.81
jmri.csv,0.95,0.91,0.59,0.86,0.77,0.59,0.68,0.96,0.82,0.73,0.61,0.88,0.77,0.75,0.49,0.61,0.48
jython.csv,0.59,0.64,0.58,0.83,0.61,0.65,0.82,0.95,0.47,0.6,0.64,0.69,0.65,0.8,0.64,0.73,0.52
kdenlive.csv,0.44,0.41,0.37,0.42,0.43,0.53,0.52,0.25,0.42,0.5,0.45,0.45,0.43,0.37,0.37,0.33,0.35
opentibia.csv,0.4,0.43,0.58,0.47,0.52,0.66,0.48,0.85,0.62,0.41,0.5,0.44,0.41,0.4,0.56,0.4,0.52
projectfactory.csv,0.73,0.72,0.83,0.9,0.89,0.6,0.88,0.72,0.61,0.79,0.89,0.59,0.64,0.77,0.52,0.48,0.55
runuomondains.csv,0.88,0.91,0.96,0.67,0.8,0.0,0.0,0.94,0.67,0.83,0.88,0.0,0.0,0.92,0.83,0.75,0.78
somap.csv,0.42,0.44,0.38,0.46,0.4,0.43,0.42,0.26,0.38,0.41,0.43,0.35,0.43,0.46,0.33,0.37,0.39
taverna.csv,0.9,0.91,0.98,0.0,0.71,0.0,0.89,0.34,0.86,0.91,0.8,0.9,0.86,0.96,0.89,0.83,0.86
tigermud.csv,0.44,0.44,0.43,0.43,0.39,0.8,0.49,0.27,0.71,0.47,0.47,0.35,0.55,0.46,0.42,0.47,0.38
x-ray-mule.csv,0.94,0.96,0.99,0.69,0.81,0.0,0.92,0.0,0.94,0.93,0.5,0.86,0.95,0.98,0.67,0.0,0.88
