,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.01,0.1,0.12,0.16,0.23,0.41,1.0,0.17,0.04,0.25,0.0,0.2,0.17,0.05,0.17,0.04,0.0
amygdala.csv,0.55,0.62,0.51,0.44,0.42,0.19,0.63,0.32,0.52,0.98,0.29,0.45,0.48,0.44,0.0,0.44,0.78
chrysalis.csv,0.41,0.32,0.34,0.23,0.26,0.05,0.0,0.33,0.32,0.33,0.64,0.12,0.11,0.97,0.46,0.38,0.73
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.02,0.0,1.0
hydrate.csv,0.37,0.39,0.47,0.23,0.34,0.07,0.21,0.17,0.37,0.49,0.72,0.28,0.38,0.65,0.0,0.95,0.7
ivef-sdk.csv,0.0,0.57,0.52,0.62,0.64,1.0,0.6,0.0,0.53,0.58,0.15,0.0,0.37,0.17,0.0,0.04,0.0
jmri.csv,0.28,0.25,0.98,0.16,0.34,0.21,0.61,0.41,0.37,0.46,0.74,0.24,0.39,0.4,0.0,0.5,0.58
jython.csv,0.58,0.58,0.49,0.33,0.55,0.86,0.3,1.0,0.48,0.36,0.41,0.45,0.59,0.38,0.0,0.37,0.83
kdenlive.csv,0.99,0.66,0.56,0.29,0.49,0.78,0.34,0.21,0.52,0.65,0.73,0.46,0.37,0.74,0.75,0.62,0.65
opentibia.csv,0.6,1.0,0.44,0.0,0.44,0.85,0.74,0.66,0.32,0.54,0.42,0.53,0.5,0.69,0.49,0.44,0.42
projectfactory.csv,0.27,0.26,0.29,0.2,0.13,0.0,0.28,0.62,0.98,0.36,0.42,0.42,0.13,0.55,0.49,0.47,0.0
runuomondains.csv,0.24,0.12,0.02,0.09,0.0,0.0,0.0,0.41,0.04,0.16,1.0,0.01,0.0,0.05,0.12,0.11,0.0
somap.csv,0.0,0.0,0.05,0.0,0.17,0.0,0.13,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.9,0.0,0.09
taverna.csv,0.13,0.16,0.12,0.04,1.0,0.0,0.11,0.06,0.06,0.1,0.0,0.17,0.17,0.05,0.19,0.15,0.0
tigermud.csv,0.51,0.45,0.58,0.54,0.64,0.65,0.75,0.24,0.24,0.49,0.37,0.54,0.97,0.45,0.67,0.51,0.6
x-ray-mule.csv,0.12,0.28,0.14,0.98,0.43,0.01,0.27,0.0,0.18,0.21,0.0,0.42,0.33,0.08,0.06,0.0,0.82
