,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,1.0,0.95,1.0,0.94,0.95,1.0,1.0,0.8,0.94,0.93,0.93,0.76
dsworkbench.csv,1.0,0.27,0.12,0.59,0.2,0.5,0.77,0.0,0.68,0.11,0.52,0.94
gogoego.csv,0.46,1.0,0.08,0.24,0.25,0.12,0.62,0.1,0.38,0.39,0.52,0.98
jpaul.csv,0.3,0.29,0.18,1.0,0.4,0.06,0.31,0.0,0.45,0.24,0.0,0.14
loki-lib.csv,0.88,0.69,0.33,0.65,0.35,0.81,0.92,0.5,0.79,0.59,0.97,0.93
motu.csv,0.1,0.33,0.08,0.59,0.0,0.06,1.0,0.1,0.47,0.24,0.31,0.15
mp-rechnungs-und-kundenverwaltung.csv,0.24,0.42,0.23,0.41,0.05,0.31,0.31,0.0,1.0,0.26,0.72,0.78
rtrt-on-gpu.csv,0.64,0.53,0.55,0.47,0.3,0.5,0.38,0.9,0.72,0.54,0.45,0.61
scenemonitor.csv,0.88,0.92,0.57,0.82,1.0,0.62,0.85,0.6,0.91,0.72,0.62,0.77
xstore.csv,0.56,0.66,0.33,0.53,0.45,0.5,0.92,0.4,0.57,1.0,0.48,0.55
yarp0.csv,0.54,0.61,0.56,0.41,0.45,1.0,0.31,1.0,0.7,0.46,0.55,0.75
zemljanka.csv,0.98,0.96,0.99,1.0,1.0,0.88,1.0,1.0,0.98,1.0,0.41,1.0
