,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.37,0.36,0.37,0.46,0.31,0.38,0.33,0.43,0.34,0.46,0.42,0.43
dsworkbench.csv,0.42,0.67,0.92,0.48,0.83,0.57,0.53,0.89,0.42,0.9,0.69,0.48
gogoego.csv,0.5,0.8,0.88,0.83,0.86,0.91,0.44,0.86,0.63,0.54,0.57,0.46
jpaul.csv,0.53,0.99,0.95,0.65,0.62,0.83,0.8,0.0,0.63,0.88,0.0,0.77
loki-lib.csv,0.38,0.38,0.51,0.38,0.67,0.41,0.38,0.59,0.34,0.63,0.61,0.42
motu.csv,0.83,0.88,0.89,0.62,0.0,0.75,0.77,0.5,0.47,0.87,0.77,0.97
mp-rechnungs-und-kundenverwaltung.csv,0.64,0.78,0.96,0.85,0.5,0.92,0.75,0.67,0.64,0.71,0.51,0.55
rtrt-on-gpu.csv,0.53,0.52,0.52,0.61,0.89,0.7,0.64,0.89,0.43,0.6,0.66,0.48
scenemonitor.csv,0.36,0.37,0.4,0.39,0.55,0.39,0.38,0.37,0.35,0.42,0.48,0.43
xstore.csv,0.46,0.46,0.55,0.58,0.64,0.48,0.34,0.91,0.43,0.53,0.53,0.5
yarp0.csv,0.51,0.42,0.42,0.5,0.5,0.62,0.76,0.57,0.38,0.56,0.6,0.47
zemljanka.csv,0.35,0.35,0.35,0.45,0.31,0.36,0.39,0.41,0.35,0.46,0.54,0.45
