,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.87,0.38,1.0,0.49,0.54,0.47,0.43,0.25,0.47,0.67,0.57,0.85
dsworkbench.csv,1.0,0.25,0.21,0.48,0.31,0.43,0.41,0.0,0.5,0.18,0.55,0.94
gogoego.csv,0.62,1.0,0.14,0.35,0.37,0.15,0.4,0.12,0.41,0.51,0.41,0.97
jpaul.csv,0.45,0.32,0.31,1.0,0.48,0.09,0.35,0.0,0.45,0.35,0.0,0.25
loki-lib.csv,0.84,0.43,0.49,0.48,0.44,0.49,0.41,0.27,0.5,0.56,0.98,0.95
motu.csv,0.18,0.36,0.14,0.61,0.0,0.1,1.0,0.17,0.42,0.36,0.43,0.26
mp-rechnungs-und-kundenverwaltung.csv,0.38,0.37,0.37,0.47,0.09,0.36,0.32,0.0,1.0,0.38,0.46,0.87
rtrt-on-gpu.csv,0.73,0.35,0.67,0.4,0.41,0.44,0.24,0.95,0.47,0.58,0.43,0.75
scenemonitor.csv,0.84,0.43,0.69,0.46,1.0,0.37,0.37,0.23,0.5,0.67,0.48,0.86
xstore.csv,0.64,0.44,0.48,0.5,0.53,0.39,0.47,0.38,0.44,0.99,0.44,0.7
yarp0.csv,0.64,0.4,0.69,0.34,0.43,1.0,0.21,0.4,0.44,0.52,0.42,0.84
zemljanka.csv,0.87,0.4,0.93,0.45,0.56,0.51,0.39,0.29,0.47,0.69,0.42,1.0
