,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.94,0.99,0.0,0.78,1.0,0.95,0.76,0.98,0.93,0.98,0.83,0.61
dsworkbench.csv,0.0,0.79,0.89,0.55,0.8,0.61,0.61,1.02,0.58,0.9,0.54,1.0
gogoego.csv,0.54,0.0,0.92,0.77,0.75,0.91,0.56,0.91,0.66,0.63,0.79,1.0
jpaul.csv,0.71,0.73,0.83,0.0,0.62,0.95,0.7,1.0,0.61,0.77,1.0,0.86
loki-lib.csv,0.7,0.58,0.7,0.56,0.67,0.66,0.72,0.68,0.67,0.72,0.03,0.67
motu.csv,0.9,0.69,0.93,0.44,1.0,0.94,0.0,0.9,0.63,0.77,0.7,0.88
mp-rechnungs-und-kundenverwaltung.csv,0.77,0.64,0.8,0.61,0.95,0.71,0.71,1.0,0.0,0.75,0.95,0.6
rtrt-on-gpu.csv,0.52,0.67,0.78,0.64,0.71,0.59,0.79,0.1,0.69,0.59,0.69,0.51
scenemonitor.csv,0.7,0.76,0.77,0.75,0.0,0.83,0.8,0.87,0.82,0.56,0.72,0.7
xstore.csv,0.71,0.55,0.73,0.53,0.57,0.67,0.57,0.62,0.63,0.02,0.68,0.56
yarp0.csv,0.68,0.61,0.72,0.72,0.68,0.0,0.83,0.62,0.76,0.63,0.83,0.71
zemljanka.csv,0.88,0.95,1.0,1.0,1.0,0.67,0.89,1.0,0.99,1.0,0.68,0.0
