,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.77,0.24,1.0,0.33,0.37,0.31,0.27,0.15,0.32,0.52,0.42,0.97
dsworkbench.csv,1.0,0.23,0.92,0.4,0.67,0.38,0.28,0.0,0.4,0.5,0.58,0.95
gogoego.csv,0.96,1.0,1.0,0.67,0.71,0.18,0.3,0.14,0.44,0.75,0.34,0.96
jpaul.csv,0.88,0.35,0.9,1.0,0.62,0.17,0.4,0.0,0.46,0.69,0.0,0.97
loki-lib.csv,0.8,0.32,0.92,0.38,0.58,0.35,0.27,0.19,0.36,0.53,1.0,0.97
motu.csv,0.83,0.42,0.89,0.62,0.0,0.25,1.0,0.5,0.39,0.73,0.69,0.94
mp-rechnungs-und-kundenverwaltung.csv,0.86,0.33,0.89,0.54,0.5,0.42,0.33,0.0,1.0,0.71,0.33,0.97
rtrt-on-gpu.csv,0.84,0.27,0.86,0.35,0.67,0.4,0.18,1.0,0.34,0.62,0.41,0.98
scenemonitor.csv,0.8,0.28,0.87,0.32,1.0,0.26,0.23,0.14,0.34,0.62,0.39,0.96
xstore.csv,0.76,0.33,0.89,0.47,0.64,0.32,0.32,0.36,0.36,0.98,0.41,0.97
yarp0.csv,0.77,0.3,0.88,0.29,0.41,1.0,0.16,0.25,0.32,0.62,0.33,0.96
zemljanka.csv,0.78,0.25,0.88,0.29,0.38,0.36,0.24,0.17,0.31,0.53,0.43,1.0
