,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.08,0.55,0.91,0.19,0.41
k3b.csv,0.63,0.63,0.74,0.26,0.8
myfaces.csv,0.32,0.69,0.53,0.5,0.57
robocode.csv,0.7,0.65,0.61,0.35,0.69
zildo.csv,0.47,0.71,0.8,0.27,0.64
