,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.05,0.52,0.91,0.18,0.3
k3b.csv,0.62,0.32,0.61,0.44,0.73
myfaces.csv,0.26,0.62,0.42,0.73,0.47
robocode.csv,0.71,0.61,0.59,0.68,0.61
zildo.csv,0.4,0.7,0.8,0.42,0.55
