,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.67,0.58,0.47,0.96,0.56
k3b.csv,0.38,0.38,0.33,0.45,0.43
myfaces.csv,0.88,0.36,0.8,0.57,0.47
robocode.csv,0.48,0.42,0.46,0.53,0.41
zildo.csv,0.73,0.42,0.43,0.74,0.53
