,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.22,0.77,0.11,0.39,0.16,0.2,0.34,0.5,0.0,0.04,0.0,0.08,0.33,0.21,0.17
chaperon.csv,0.59,0.45,0.28,0.67,0.22,0.2,0.5,0.0,1.0,0.48,1.0,0.53,0.33,0.12,0.54
co-ode-owl-plugins.csv,0.31,0.73,0.72,0.44,0.84,0.8,0.61,1.0,0.0,0.35,1.0,0.5,0.33,0.39,0.08
e-bio-flow.csv,0.18,0.77,0.22,0.44,0.35,0.7,0.41,0.5,0.0,0.35,1.0,0.44,0.33,0.39,0.17
free-evolution.csv,0.57,1.0,0.5,0.89,0.51,0.67,0.52,1.0,0.75,0.74,1.0,0.41,0.0,0.67,0.96
jaxlib.csv,0.12,0.23,0.72,0.06,0.76,0.23,0.27,1.0,0.25,0.61,0.0,0.43,0.33,0.52,0.08
jmonkeyengine.csv,0.84,0.59,0.83,0.56,0.85,0.8,0.78,0.5,0.75,0.91,0.0,0.81,1.0,0.79,0.67
jmule.csv,0.35,0.86,0.44,0.89,0.65,0.63,0.72,1.0,0.25,0.7,1.0,0.53,0.67,0.52,0.88
kaffeine.csv,0.82,0.77,0.44,0.83,0.78,0.77,0.79,1.0,0.75,0.87,1.0,0.89,1.0,0.67,0.83
nodal.csv,0.18,0.41,0.22,0.28,0.47,0.47,0.39,1.0,0.25,0.65,0.0,0.36,0.67,0.21,0.38
ogrehg.csv,0.2,0.73,0.61,0.56,0.35,0.77,0.68,0.5,0.25,0.09,0.0,0.54,0.67,0.33,0.21
onotoa.csv,0.2,0.68,0.72,0.44,0.72,0.53,0.67,1.0,0.0,0.22,1.0,0.51,0.33,0.33,0.0
papertoolkit.csv,0.35,0.36,0.39,0.17,0.26,0.3,0.36,1.0,0.0,0.13,1.0,0.24,1.0,0.12,0.38
