,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.05,0.81,0.94,0.54
google-caja.csv,0.07,0.9,0.92,0.83
itext.csv,0.09,0.74,0.9,0.8
plee-the-bear.csv,0.17,0.76,0.85,0.53
