,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.17,0.98,0.0,0.73,0.73,0.51,0.56,0.33,0.6
barracudamvc.csv,0.17,0.09,0.98,0.51,0.74,0.3,0.65,0.3,0.09
ingex.csv,0.26,0.31,0.2,0.43,0.24,0.36,0.31,0.23,0.94
jgnash.csv,0.27,0.12,0.2,0.24,0.28,0.97,0.27,0.15,0.24
jsr308-langtools.csv,0.62,0.32,0.61,0.76,0.5,0.69,0.99,0.58,0.61
owlapi.csv,0.04,0.22,0.11,0.1,0.05,0.28,0.09,0.97,0.12
owlib.csv,0.98,0.43,0.2,0.55,0.41,0.58,0.42,0.58,0.57
sidekar.csv,0.59,0.66,0.49,1.0,0.44,0.77,0.85,0.68,0.65
springside.csv,0.58,0.75,0.55,0.6,0.96,0.7,0.79,0.61,0.63
