,owlib.csv,baadengine.csv,barracudamvc.csv,sidekar.csv,springside.csv,jgnash.csv,jsr308-langtools.csv,owlapi.csv,ingex.csv
baadengine.csv,0.39,0.99,0.84,0.72,0.47,0.17,0.65,0.17,0.39
barracudamvc.csv,0.38,0.75,0.99,0.66,0.44,0.16,0.66,0.17,0.37
ingex.csv,0.34,0.73,0.95,0.6,0.37,0.18,0.57,0.09,0.93
jgnash.csv,0.54,0.92,0.82,0.68,0.8,1.0,0.88,0.33,0.27
jsr308-langtools.csv,0.45,0.78,0.86,0.75,0.58,0.19,0.97,0.19,0.41
owlapi.csv,0.43,0.72,1.0,0.5,0.08,0.33,0.4,1.0,0.43
owlib.csv,0.99,0.7,0.8,0.64,0.29,0.16,0.57,0.17,0.38
sidekar.csv,0.43,0.87,0.84,1.0,0.27,0.23,0.82,0.22,0.43
springside.csv,0.54,0.87,0.85,0.71,0.96,0.2,0.83,0.19,0.53
