,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.7,0.0,1.09,0.95,0.78,0.72,0.68
l2j.csv,0.98,0.84,0.92,0.97,0.98,0.04,0.92
libmesh.csv,0.73,0.61,0.36,0.98,0.07,0.75,0.17
mvdsv.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0
nova.csv,0.02,0.57,1.05,0.86,0.79,0.79,0.46
proftp.csv,0.85,0.52,0.43,0.07,0.81,0.77,0.31
