,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.38,1.0,0.0,0.11,0.31,0.44,0.03
l2j.csv,0.38,0.27,0.17,0.61,0.33,0.99,0.02
libmesh.csv,0.29,0.35,0.44,0.13,0.95,0.54,0.11
mvdsv.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nova.csv,0.96,0.34,0.0,0.25,0.29,0.45,0.04
proftp.csv,0.24,0.41,0.31,0.97,0.29,0.37,0.06
