,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.88,0.86,0.68,0.88,0.68,0.66,0.35
l2j.csv,0.43,0.47,0.36,0.42,0.48,0.44,0.28
libmesh.csv,0.77,0.84,0.75,0.94,0.86,0.68,0.94
mvdsv.csv,0.0,0.0,0.83,0.0,0.0,0.0,0.0
nova.csv,0.64,0.64,0.75,0.72,0.87,0.62,0.52
proftp.csv,0.75,0.61,0.36,0.5,0.39,0.74,0.55
