,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.31,1.0,0.0,0.07,0.31,0.3,1.0
l2j.csv,1.0,0.76,1.0,0.97,0.5,1.0,1.0
libmesh.csv,0.38,0.43,0.67,0.1,1.0,0.45,1.0
mvdsv.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nova.csv,1.0,0.57,0.0,0.2,0.23,0.34,1.0
proftp.csv,0.15,0.52,1.0,0.93,0.27,0.24,1.0
