,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.5,1.0,0.0,0.25,0.32,0.82,0.01
l2j.csv,0.23,0.16,0.09,0.45,0.25,0.98,0.01
libmesh.csv,0.23,0.29,0.33,0.18,0.9,0.7,0.06
mvdsv.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nova.csv,0.93,0.24,0.0,0.33,0.4,0.67,0.02
proftp.csv,0.5,0.33,0.18,1.0,0.3,0.85,0.03
