,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.83,0.48,0.99,0.44,0.37,0.63,0.89,0.77,0.76,0.84,0.54,0.88,0.76,0.54,0.74,0.67
betoffice.csv,0.63,0.93,0.75,0.89,1.02,0.87,0.97,0.64,0.9,0.88,0.88,0.89,0.92,0.96,0.87,0.71
bnetd.csv,0.92,1.0,0.91,0.66,0.84,0.63,0.73,1.0,0.67,0.61,0.33,1.0,0.89,0.88,0.93,0.84
elvishrayrenderer.csv,0.64,0.98,1.0,0.62,0.4,0.4,0.89,0.98,0.8,0.76,0.67,0.9,0.82,0.78,0.41,0.43
emisview.csv,0.85,1.0,0.63,0.61,0.59,0.46,0.81,0.85,0.5,1.0,0.62,0.86,0.75,0.86,0.6,0.94
findbugs.csv,1.01,0.53,0.98,0.61,0.8,0.83,0.63,0.82,0.51,0.88,0.89,0.68,0.6,0.73,0.89,0.75
hazelcast.csv,0.85,0.54,0.46,0.67,0.05,0.87,0.88,0.71,0.86,0.56,0.57,0.64,0.86,0.85,0.6,0.69
jitterbit.csv,1.0,0.74,0.68,0.57,0.71,0.71,0.72,0.98,0.38,0.8,0.92,0.64,0.6,0.62,0.71,0.55
jppf-project.csv,0.84,0.88,0.83,0.81,0.43,0.85,0.77,0.84,0.91,0.87,0.87,0.28,0.66,0.83,0.63,0.92
megasquirtavr.csv,1.0,1.0,0.47,0.93,1.0,1.0,0.92,0.89,0.63,0.88,1.0,0.88,0.96,0.8,0.93,0.85
stajistics.csv,0.65,1.01,0.95,1.0,0.33,1.0,0.8,0.67,0.77,1.0,0.92,1.0,0.96,1.0,0.46,0.85
trackit.csv,0.89,1.0,0.89,0.65,0.89,0.74,0.65,0.79,0.69,0.87,0.99,0.97,0.77,0.84,0.75,0.95
tweetsharp.csv,0.81,0.94,0.98,0.69,1.09,0.78,0.71,0.91,0.72,0.59,0.97,1.01,0.59,0.4,0.82,0.84
wxlua.csv,0.8,0.93,0.88,0.9,1.0,0.85,0.78,1.0,0.64,0.63,0.97,0.9,0.73,0.67,0.82,0.82
x4x.csv,0.52,0.55,0.51,0.53,0.67,0.47,0.77,0.78,0.61,0.81,0.45,0.9,0.72,0.7,0.59,0.74
xharbour.csv,0.93,0.24,0.63,0.57,0.42,0.71,0.58,0.77,0.64,0.67,0.92,0.86,0.79,0.7,0.68,0.58
