,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.88,0.78,0.36,0.59,0.85,0.44,0.72,0.57,0.45,0.32,0.7,0.9,0.44,0.68,0.49,0.65
betoffice.csv,0.64,0.76,0.26,0.5,0.8,0.4,0.7,0.59,0.2,0.91,0.58,0.88,0.47,0.62,0.41,0.72
bnetd.csv,0.84,0.9,0.36,0.4,0.55,0.42,0.58,0.67,0.44,0.6,0.77,0.95,0.41,0.67,0.42,0.76
elvishrayrenderer.csv,0.58,0.76,0.0,0.55,0.77,0.6,0.2,0.04,0.26,0.91,0.48,0.65,0.38,0.53,0.62,0.74
emisview.csv,0.38,0.0,0.37,0.49,0.58,0.56,0.32,0.26,0.51,0.0,0.52,0.55,0.35,0.27,0.46,0.11
findbugs.csv,0.8,0.77,0.31,0.44,0.89,0.4,0.63,0.58,0.53,0.22,0.67,0.68,0.51,0.59,0.47,0.65
hazelcast.csv,0.82,0.76,0.5,0.5,0.97,0.48,0.64,0.56,0.42,0.72,0.61,0.89,0.44,0.71,0.52,0.62
jitterbit.csv,0.85,0.91,0.34,0.52,0.87,0.38,0.44,0.07,0.61,0.38,0.67,0.58,0.59,0.68,0.46,0.71
jppf-project.csv,0.68,0.62,0.34,0.27,0.79,0.27,0.64,0.63,0.3,0.69,0.44,0.85,0.49,0.52,0.43,0.52
megasquirtavr.csv,0.86,0.9,0.52,0.51,0.91,0.46,0.76,0.59,0.46,0.95,0.69,0.92,0.55,0.84,0.47,0.73
stajistics.csv,0.76,0.84,0.1,0.45,0.91,0.46,0.35,0.47,0.31,0.96,0.6,0.95,0.54,0.81,0.56,0.73
trackit.csv,0.51,0.0,0.29,0.45,0.57,0.33,0.64,0.32,0.39,0.29,0.48,0.06,0.33,0.28,0.31,0.11
tweetsharp.csv,0.63,0.11,0.3,0.46,0.65,0.38,0.7,0.19,0.38,0.69,0.67,0.21,0.56,0.82,0.37,0.28
wxlua.csv,0.36,0.76,0.28,0.43,0.31,0.21,0.49,0.0,0.39,0.93,0.66,0.51,0.38,0.84,0.24,0.62
x4x.csv,0.76,0.79,0.44,0.57,0.77,0.57,0.64,0.59,0.42,0.36,0.72,0.65,0.44,0.69,0.52,0.67
xharbour.csv,0.81,0.86,0.45,0.52,0.76,0.44,0.74,0.52,0.44,0.7,0.6,0.56,0.57,0.78,0.51,0.72
