,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.33,0.42,0.33,0.35,0.39,0.35
jahshaka.csv,0.43,0.82,0.86,0.56,0.72,0.48
jam-daq.csv,0.45,0.86,0.55,0.37,0.92,0.5
jatlas.csv,0.93,0.5,0.67,0.67,0.8,0.83
jedit.csv,0.48,0.59,0.43,0.37,0.48,0.38
open-media-library.csv,0.51,0.64,0.53,0.77,0.56,0.52
