,recall,precision,pf,pci_20,ifa,wins
badtrinitycore.csv,0.32,0.45,0.19,0.67,2.0,7
beast-mcmc.csv,0.85,0.51,0.73,0.47,1.0,9
bscwweasel.csv,0.57,0.55,0.29,0.53,1.0,12
codeblocks.csv,0.53,0.53,0.42,0.49,1.0,10
gamestone.csv,0.21,0.44,0.19,0.69,1.0,8
iaml.csv,0.31,0.52,0.25,0.74,1.0,13
jbasic.csv,0.76,0.48,0.66,0.46,2.0,5
modplug.csv,0.93,0.43,0.88,0.41,4.0,1
pdfedit.csv,0.47,0.51,0.38,0.62,1.0,11
redshell.csv,0.64,0.4,0.67,0.52,5.0,0
sabbu.csv,0.44,0.61,0.26,0.67,0.0,16
silvertree.csv,0.75,0.54,0.7,0.45,2.0,6
t-2.csv,0.6,0.42,0.72,0.51,2.0,2
xinity.csv,0.52,0.51,0.46,0.69,5.0,4
xreal.csv,0.21,0.5,0.24,0.88,0.0,15
zabbix.csv,0.47,0.59,0.4,0.53,0.0,14
zengine.csv,0.98,0.48,0.98,0.4,3.0,3
