,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.14,0.5,0.24,0.25,0.44,0.22,0.81,0.32,0.03,0.05,0.13,0.68,0.3,0.8,0.51,0.55,0.34
beast-mcmc.csv,0.45,1.0,0.73,0.9,0.95,0.85,0.77,0.85,0.58,0.65,0.23,0.96,0.74,1.0,1.0,0.85,0.78
bscwweasel.csv,0.02,0.5,0.33,0.6,0.58,0.13,0.57,0.58,0.68,0.17,0.65,0.44,0.86,0.0,0.25,0.58,0.59
codeblocks.csv,0.76,0.5,0.32,0.45,0.56,0.77,0.79,0.53,0.16,0.19,0.09,0.88,0.56,0.4,0.57,0.69,0.49
gamestone.csv,0.07,0.88,0.21,0.4,0.23,0.07,0.23,0.18,0.05,0.17,0.3,0.08,0.08,0.6,0.06,0.33,0.24
iaml.csv,0.14,0.38,0.65,0.0,0.12,0.2,0.4,0.31,0.21,0.78,0.69,0.32,0.5,0.2,0.06,0.31,0.78
jbasic.csv,0.98,0.25,0.82,0.35,0.91,0.07,0.77,0.76,0.39,0.83,0.34,0.76,0.93,1.0,0.4,0.53,0.88
modplug.csv,0.93,1.0,0.88,0.95,0.93,0.78,0.96,0.81,0.92,0.6,0.94,0.88,0.98,1.0,1.0,0.78,0.88
pdfedit.csv,0.84,0.38,0.47,0.15,0.79,0.38,0.32,0.42,0.26,0.87,0.3,0.68,0.15,1.0,0.62,0.56,0.49
redshell.csv,0.9,0.75,0.55,0.7,0.49,0.68,0.38,0.79,0.0,0.44,0.69,0.52,0.64,0.4,0.94,0.69,0.54
sabbu.csv,0.74,0.0,0.68,0.15,0.74,0.24,0.49,0.42,0.5,0.76,0.27,0.44,0.17,0.6,0.78,0.27,0.34
silvertree.csv,0.52,0.75,0.73,0.95,0.72,0.58,0.85,0.77,0.74,0.98,0.48,0.72,0.9,0.8,0.98,0.55,0.93
t-2.csv,0.86,0.5,0.61,0.4,0.6,0.84,0.55,0.53,0.74,0.08,0.6,0.84,0.63,0.2,0.31,0.64,0.24
xinity.csv,0.76,0.12,0.7,0.3,0.44,0.52,0.47,0.63,0.39,0.95,0.55,0.28,0.98,0.2,0.68,0.38,0.83
xreal.csv,0.1,0.25,0.27,0.15,0.28,0.17,0.15,0.23,0.21,0.65,0.26,0.2,0.05,1.0,0.15,0.2,0.32
zabbix.csv,0.41,0.25,0.65,0.4,0.79,0.47,0.36,0.56,0.47,0.87,0.19,0.76,0.21,1.0,0.49,0.45,0.78
zengine.csv,0.81,1.0,0.98,1.0,1.0,0.96,1.0,0.99,0.84,0.98,0.61,1.0,0.98,1.0,1.0,0.98,0.95
