,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.48,0.43,0.51,0.45,0.54,0.45,0.36,0.3,0.53,0.33,0.54,0.61,0.56,0.52,0.48,0.17,0.73,0.41,0.34,0.53
array4j.csv,0.41,0.07,0.53,0.06,0.29,0.56,0.49,0.34,0.2,0.34,0.35,0.51,0.32,0.41,0.01,0.12,0.61,0.13,0.4,0.48
bzbyte.csv,0.57,0.0,0.0,0.0,0.61,0.17,0.0,0.0,0.0,0.0,0.36,0.53,0.45,0.0,0.0,0.0,0.0,0.75,0.0,0.0
capcode.csv,0.6,0.45,0.51,0.3,0.86,0.61,0.43,0.48,0.54,0.86,0.5,0.52,0.19,0.49,0.4,0.61,0.42,0.59,0.54,0.53
fm-classic.csv,0.28,0.33,0.07,0.13,0.29,0.2,0.0,0.0,0.1,0.99,0.18,0.12,0.49,0.0,0.11,0.16,0.0,0.25,0.34,0.0
freenet.csv,0.64,0.69,0.55,0.13,0.47,0.7,0.27,0.34,0.0,0.0,0.43,0.59,0.48,0.46,0.0,0.59,0.61,0.6,0.32,0.24
hannosset.csv,0.29,0.45,0.42,0.4,0.0,0.2,0.2,0.05,0.1,0.0,0.35,0.32,0.0,0.0,0.31,0.43,0.93,0.25,0.37,0.34
haphazard.csv,0.49,0.19,0.0,0.19,0.36,0.56,0.45,0.3,0.29,0.0,0.58,0.28,0.2,0.0,0.07,0.27,0.0,0.45,0.45,0.6
intact.csv,0.58,0.49,0.52,0.41,0.59,0.7,0.62,0.5,0.38,0.0,0.49,0.76,0.54,0.61,0.46,0.15,0.7,0.53,0.5,0.3
ipfire-wall.csv,0.65,0.72,0.0,0.4,0.43,0.37,0.24,0.16,0.37,0.13,0.53,0.33,0.81,0.61,0.26,0.28,0.0,0.4,0.18,0.64
jlinalg.csv,0.45,0.86,0.6,0.58,0.35,0.49,0.53,0.26,0.35,0.59,0.45,0.5,0.77,0.52,0.69,0.44,0.66,0.51,0.5,0.49
nassp.csv,0.69,0.38,0.35,0.06,0.1,0.33,0.27,0.26,0.81,0.37,0.18,0.41,0.26,0.23,0.22,0.12,0.0,0.43,0.11,0.45
ondex.csv,0.13,0.29,0.47,0.13,0.2,0.52,0.5,0.53,0.47,0.37,0.63,0.42,0.61,0.63,0.32,0.27,0.48,0.39,0.55,0.19
optalgtoolkit.csv,0.53,0.14,0.34,0.7,0.49,0.58,0.52,0.51,0.66,0.54,0.34,0.42,0.31,0.58,0.25,0.63,0.0,0.57,0.53,0.58
pustefix.csv,0.57,0.56,0.0,0.44,0.57,0.34,0.4,0.6,0.56,0.52,0.56,0.42,0.62,0.0,0.43,0.0,0.2,0.61,0.28,0.38
soar.csv,0.0,0.63,0.34,0.13,0.6,0.37,0.17,0.0,0.0,0.05,0.55,0.56,0.0,0.05,0.0,0.61,0.0,0.62,0.49,0.0
sqlpower-library.csv,0.71,0.58,0.37,0.46,0.61,0.5,0.56,0.62,0.0,0.62,0.52,0.63,0.0,0.09,0.55,0.0,0.0,0.35,0.0,0.3
super-tux.csv,0.61,0.19,0.5,0.66,0.44,0.42,0.58,0.21,0.65,0.0,0.57,0.57,0.2,0.57,0.92,0.19,0.31,0.46,0.63,0.59
tart.csv,0.05,0.4,0.27,0.36,0.5,0.67,0.61,0.63,0.66,0.8,0.57,0.55,0.53,0.79,0.48,0.35,0.34,0.43,0.57,0.19
web-cat.csv,0.42,0.32,0.49,0.5,0.29,0.59,0.62,0.56,0.62,0.61,0.69,0.6,0.47,0.64,0.52,0.17,0.47,0.34,0.6,0.69
