,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.58,0.04,0.3,0.98,0.62,0.45,0.55,0.54,0.42,0.24,0.48,0.55,0.33,0.7,0.45,0.19
betoffice.csv,0.31,0.52,0.26,0.24,0.43,0.29,0.4,0.98,0.16,0.55,0.05,0.34,0.15,0.5,0.17,0.56
bionote.csv,0.17,0.02,0.0,0.0,0.07,0.08,0.0,0.0,0.09,0.04,0.0,0.06,0.93,0.06,0.06,0.06
bnetd.csv,0.73,0.83,0.38,0.57,0.62,0.41,0.27,0.59,0.41,0.65,0.96,0.91,0.29,0.71,0.4,0.71
elvishrayrenderer.csv,0.8,0.83,0.25,0.51,0.81,0.47,0.48,0.53,0.43,0.69,0.6,0.84,0.26,0.58,0.5,0.99
emisview.csv,0.32,0.0,0.21,0.39,0.36,0.98,0.32,0.41,0.5,0.19,0.0,0.16,0.42,0.19,0.34,0.41
hazelcast.csv,0.84,0.9,0.43,0.49,1.0,0.46,0.75,0.64,0.43,0.96,0.69,0.94,0.22,0.83,0.5,0.79
jitterbit.csv,0.5,0.46,0.3,0.54,0.59,0.39,0.32,0.08,0.98,0.56,0.37,0.45,0.38,0.36,0.4,0.53
jppf-project.csv,0.86,0.9,0.27,0.51,0.88,0.47,0.77,0.63,0.31,0.95,0.69,1.0,0.25,0.8,0.47,0.79
l2j.csv,0.8,0.73,0.26,0.52,0.87,0.46,0.51,0.48,0.29,0.48,0.6,0.9,0.28,0.99,0.5,0.65
megasquirtavr.csv,0.88,0.91,0.89,0.52,0.92,0.47,0.79,0.66,0.44,0.82,0.69,0.96,0.24,0.84,0.48,0.79
stajistics.csv,0.57,0.18,0.34,0.47,0.62,0.54,0.61,0.42,0.42,0.66,0.09,0.88,0.36,0.28,0.95,0.62
trackit.csv,0.77,0.73,0.5,0.51,0.7,0.42,1.0,0.41,0.42,0.42,0.38,0.61,0.31,0.62,0.51,0.54
wxlua.csv,0.85,0.87,0.35,0.44,0.91,0.43,0.77,0.68,0.41,1.0,0.63,0.95,0.2,0.81,0.47,0.72
x4x.csv,1.0,0.85,0.27,0.46,0.76,0.4,0.74,0.64,0.33,0.51,0.7,0.87,0.17,0.75,0.46,0.72
xharbour.csv,0.88,1.0,0.43,0.52,0.93,0.48,0.79,0.64,0.41,0.46,0.5,0.71,0.24,0.64,0.48,0.64
