,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.59,0.5,0.58,0.62,0.59,0.54,0.59,0.57,0.61,0.92,0.52,0.56,0.54,0.51,0.56,0.88
betoffice.csv,0.89,0.52,0.67,0.89,0.79,0.73,0.74,0.58,0.77,0.85,0.0,0.95,0.72,0.76,0.94,0.75
bionote.csv,0.75,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.94,0.5,0.0,0.67,0.86,0.86,0.75,0.0
bnetd.csv,0.41,0.34,0.48,0.34,0.55,0.44,0.67,0.4,0.48,0.4,0.5,0.31,0.39,0.4,0.44,0.36
elvishrayrenderer.csv,0.37,0.33,0.7,0.38,0.37,0.3,0.54,0.45,0.43,0.41,0.55,0.35,0.42,0.51,0.5,0.45
emisview.csv,0.86,0.0,0.63,0.58,0.88,0.64,0.93,0.85,0.79,0.89,0.0,0.89,0.82,0.97,0.96,0.9
hazelcast.csv,0.31,0.39,0.52,0.4,0.35,0.3,0.38,0.37,0.35,0.5,0.42,0.32,0.36,0.37,0.39,0.37
jitterbit.csv,0.45,0.79,0.59,0.73,0.46,0.72,0.8,0.8,0.72,0.75,0.6,0.7,0.77,0.74,0.87,0.61
jppf-project.csv,0.34,0.39,0.71,0.42,0.41,0.31,0.4,0.41,0.42,0.51,0.42,0.35,0.4,0.42,0.45,0.37
l2j.csv,0.29,0.31,0.67,0.38,0.32,0.31,0.4,0.4,0.41,0.59,0.5,0.32,0.33,0.45,0.39,0.32
megasquirtavr.csv,0.33,0.33,0.81,0.38,0.4,0.3,0.4,0.42,0.38,0.46,0.38,0.33,0.37,0.39,0.46,0.36
stajistics.csv,0.36,0.93,0.6,0.42,0.52,0.33,0.71,0.69,0.59,0.79,0.88,0.36,0.52,0.78,0.63,0.58
trackit.csv,0.39,0.36,0.59,0.42,0.5,0.41,0.54,0.65,0.47,0.64,0.71,0.51,0.46,0.68,0.58,0.55
wxlua.csv,0.36,0.41,0.54,0.44,0.41,0.32,0.42,0.4,0.39,0.52,0.46,0.33,0.47,0.4,0.45,0.39
x4x.csv,0.4,0.41,0.8,0.43,0.5,0.33,0.51,0.46,0.44,0.54,0.42,0.35,0.4,0.41,0.49,0.4
xharbour.csv,0.33,0.38,0.58,0.51,0.4,0.52,0.4,0.39,0.43,0.66,0.51,0.45,0.37,0.45,0.44,0.43
