,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.48,0.02,0.6,0.95,0.53,0.57,0.54,0.62,0.66,0.14,0.38,0.4,0.88,0.71,0.77,0.12
betoffice.csv,0.19,0.39,0.15,0.23,0.29,0.3,0.29,0.98,0.18,0.4,0.03,0.21,0.25,0.38,0.13,0.44
bionote.csv,0.1,0.01,0.0,0.0,0.04,0.04,0.0,0.0,0.05,0.02,0.0,0.03,0.88,0.03,0.03,0.03
bnetd.csv,0.69,0.8,0.5,0.77,0.47,0.57,0.2,0.69,0.6,0.5,0.92,0.89,0.88,0.66,0.57,0.76
elvishrayrenderer.csv,0.79,0.77,0.25,0.82,0.71,0.96,0.39,0.58,0.67,0.57,0.54,0.77,0.88,0.45,0.67,0.97
emisview.csv,0.21,0.0,0.5,0.36,0.24,0.96,0.22,0.36,0.5,0.1,0.0,0.09,0.5,0.11,0.3,0.26
hazelcast.csv,0.9,1.0,0.8,1.0,1.0,1.0,0.9,0.82,0.93,1.0,1.0,0.96,0.88,0.88,0.9,1.0
jitterbit.csv,0.38,0.32,0.75,0.45,0.44,0.35,0.22,0.04,0.97,0.42,0.26,0.29,0.5,0.23,0.3,0.44
jppf-project.csv,0.98,1.0,0.6,1.0,0.93,1.0,0.98,0.91,0.66,0.99,1.0,1.0,0.88,0.92,1.0,1.0
l2j.csv,0.79,0.62,0.15,0.91,0.78,0.87,0.44,0.47,0.46,0.33,0.49,0.88,0.88,0.99,0.7,0.59
megasquirtavr.csv,1.0,0.95,0.8,1.0,1.0,1.0,0.98,0.91,0.99,0.74,0.92,1.0,1.0,1.0,1.0,0.97
stajistics.csv,0.45,0.1,0.85,0.59,0.45,0.96,0.54,0.36,0.59,0.51,0.05,0.85,0.75,0.17,0.9,0.53
trackit.csv,0.71,0.61,0.65,0.64,0.56,0.61,1.0,0.38,0.66,0.27,0.31,0.46,0.88,0.52,0.63,0.44
wxlua.csv,0.93,0.93,0.85,0.82,0.98,0.83,0.95,1.0,0.91,1.0,0.79,0.99,0.62,0.94,1.0,0.85
x4x.csv,1.0,0.9,0.4,0.86,0.65,0.78,0.76,0.78,0.58,0.36,0.97,0.83,0.62,0.78,0.7,0.85
xharbour.csv,1.0,1.0,0.85,0.73,1.0,0.57,1.0,0.91,0.76,0.31,0.54,0.57,1.0,0.63,1.0,0.65
