,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.98,0.86,0.91,0.93,0.89,0.92,0.91,0.88,0.0,0.5,0.5,0.75,0.75,0.83,0.96
badtrinity-zero.csv,0.92,0.67,0.56,0.94,0.57,0.48,0.53,0.72,0.47,0.92,0.63,0.81,0.57,0.62,0.47
biodwh.csv,0.97,0.5,0.49,0.9,0.41,0.43,0.42,0.67,0.42,0.43,0.83,0.0,0.89,0.47,0.97
critterding.csv,0.81,0.61,0.5,0.46,0.4,0.6,0.52,0.5,0.43,0.57,0.4,0.44,0.4,0.7,0.41
elateportal.csv,0.0,0.8,0.95,0.56,0.94,0.56,0.93,0.8,0.83,0.0,0.3,0.83,0.37,0.86,0.57
enzo.csv,0.38,0.45,0.43,0.36,0.37,0.34,0.4,0.41,0.38,0.4,0.29,0.43,0.35,0.39,0.31
factor.csv,0.0,0.75,0.5,0.67,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.5,0.53,0.75
gusanos.csv,0.58,0.42,0.42,0.41,0.38,0.38,0.38,0.42,0.52,0.81,0.29,0.38,0.36,0.4,0.33
miranda.csv,0.71,0.77,0.67,0.48,0.61,0.73,0.65,0.76,0.69,0.86,0.88,0.57,0.88,0.5,0.4
modplug.csv,0.41,0.45,0.5,0.39,0.43,0.51,0.38,0.39,0.44,0.53,0.32,0.42,0.41,0.48,0.36
monetdb.csv,0.55,0.64,0.65,0.64,0.6,0.83,0.58,0.64,0.54,0.6,0.35,0.62,0.45,0.69,0.56
quarkplayer.csv,0.88,0.88,0.89,0.97,0.9,0.7,0.91,0.84,0.92,0.82,0.88,0.9,0.8,0.93,0.75
reactos-mirror.csv,0.64,0.57,0.55,0.6,0.55,0.66,0.6,0.42,0.45,0.47,0.31,0.47,0.42,0.47,0.46
sandiaportals.csv,0.55,0.51,0.53,0.47,0.49,0.77,0.57,0.47,0.62,0.63,0.32,0.45,0.36,0.51,0.41
xbplayer.csv,0.63,0.68,0.83,0.64,0.92,0.92,0.86,0.58,0.74,0.89,0.75,0.92,0.47,0.64,0.7
