,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,0.26,0.71,0.64,0.53,0.44,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.83,0.92
badtrinity-zero.csv,0.44,0.6,1.0,0.39,0.39,0.1,0.07,0.89,0.68,1.0,1.0,0.63,0.26,0.69,0.75
biodwh.csv,0.38,1.0,0.53,0.4,0.32,0.09,0.07,0.67,0.68,0.8,0.17,0.0,1.0,0.71,0.8
critterding.csv,0.48,1.0,0.49,0.35,0.43,0.09,0.06,0.76,0.7,0.92,0.91,0.87,0.26,0.6,0.69
elateportal.csv,0.0,0.6,0.19,0.52,0.53,0.07,0.0,0.8,0.61,0.0,1.0,1.0,0.11,0.29,0.7
enzo.csv,0.43,0.45,0.54,0.37,0.33,0.1,0.05,0.72,0.72,0.99,0.92,0.77,0.15,0.61,0.71
factor.csv,0.0,1.0,0.5,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75
gusanos.csv,0.44,0.43,0.55,0.41,0.28,0.09,0.06,1.0,0.61,0.93,0.96,0.73,0.15,0.65,0.7
miranda.csv,0.48,0.46,0.61,0.52,0.31,0.04,0.12,0.86,0.52,0.83,1.0,0.83,0.12,0.5,0.99
modplug.csv,0.43,0.47,0.5,0.41,0.34,0.09,0.07,0.73,0.98,0.79,0.95,0.81,0.16,0.71,0.69
monetdb.csv,0.45,0.54,0.71,0.33,1.0,0.11,0.06,0.71,0.8,0.88,0.97,0.66,0.18,0.62,0.75
quarkplayer.csv,0.35,0.42,0.33,0.17,0.12,0.07,1.0,0.59,0.58,0.87,0.88,0.4,0.0,0.43,1.0
reactos-mirror.csv,0.99,0.52,0.55,0.34,0.42,0.1,0.06,0.73,0.77,0.89,0.88,0.75,0.12,0.67,0.72
sandiaportals.csv,0.43,0.51,0.54,0.42,0.34,0.08,0.09,0.77,0.67,0.91,0.93,1.0,0.11,0.71,0.67
xbplayer.csv,0.41,0.47,0.66,1.0,0.83,0.17,0.06,0.85,0.65,0.89,0.75,0.92,0.13,0.79,0.73
