,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,modplug.csv,enzo.csv,elateportal.csv,sandiaportals.csv,biodwh.csv,factor.csv,miranda.csv
alpine.csv,1.0,0.0,0.0,1.0,2.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0
badtrinity-zero.csv,0.0,3.0,0.0,6.0,5.0,2.0,21.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
biodwh.csv,0.0,0.0,0.0,2.0,3.0,11.0,3.0,0.0,0.0,0.0,5.0,70.0,0.0,0.0,0.0
critterding.csv,0.0,0.0,0.0,12.0,6.0,9.0,10.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0
elateportal.csv,875.0,2.0,3.0,1.0,4.0,12.0,168.0,0.0,0.0,126.0,0.0,0.0,14.0,0.0,4.0
enzo.csv,1.0,0.0,0.0,3.0,17.0,37.0,33.0,4.0,0.0,0.0,1.0,4.0,18.0,1.0,0.0
factor.csv,875.0,0.0,0.0,1.0,145.0,152.0,168.0,95.0,78.0,126.0,49.0,70.0,82.0,0.0,0.0
gusanos.csv,0.0,1.0,0.0,0.0,15.0,33.0,33.0,0.0,2.0,1.0,0.0,3.0,12.0,1.0,0.0
miranda.csv,0.0,3.0,0.0,2.0,0.0,26.0,6.0,0.0,5.0,4.0,0.0,0.0,4.0,1.0,0.0
modplug.csv,0.0,2.0,0.0,5.0,3.0,11.0,2.0,4.0,0.0,0.0,1.0,3.0,13.0,3.0,2.0
monetdb.csv,0.0,2.0,0.0,7.0,0.0,9.0,6.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0
quarkplayer.csv,0.0,2.0,0.0,8.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,3.0,82.0,0.0,0.0
reactos-mirror.csv,0.0,1.0,1.0,7.0,3.0,3.0,12.0,3.0,0.0,0.0,3.0,3.0,17.0,0.0,2.0
sandiaportals.csv,0.0,1.0,0.0,6.0,2.0,6.0,10.0,5.0,0.0,0.0,2.0,0.0,13.0,0.0,2.0
xbplayer.csv,1.0,2.0,1.0,0.0,2.0,10.0,9.0,1.0,2.0,0.0,1.0,0.0,15.0,0.0,2.0
