,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,88.5,96.5,97.5,292.0,191.0,98.5,95.5,97.5,530.0,474.5,257.5,387.0,96.5,1983.0,173.0,196.5,198.0,564.0,99.0,356.0
autofac.csv,99.0,98.5,97.5,264.5,98.5,94.5,98.5,196.0,92.5,1050.0,1779.5,394.0,96.5,1163.0,640.5,97.5,197.5,88.5,99.0,97.5
avisynth2.csv,97.5,98.5,91.5,193.0,108.0,78.5,95.5,94.5,12.5,249.5,234.5,394.0,192.0,306.0,63.5,97.5,98.5,182.0,81.5,0.0
azureus.csv,98.5,95.5,97.5,292.0,98.5,98.5,98.5,196.0,97.5,759.5,442.5,194.0,98.5,1305.0,96.5,196.5,99.0,564.0,99.0,97.5
coot.csv,99.0,159.0,0.0,39.5,98.5,98.5,98.5,93.5,94.5,649.0,376.0,97.5,98.5,63.0,96.5,168.0,98.5,0.0,99.0,97.5
dsworkbench.csv,96.5,98.5,97.5,180.5,378.0,98.5,864.0,95.5,92.5,188.5,266.5,194.0,98.5,1907.5,96.5,196.5,99.0,465.5,99.0,95.5
forester-atv.csv,99.0,98.5,97.5,95.5,92.5,84.5,95.5,61.5,97.5,358.0,188.0,394.0,98.5,164.5,96.5,94.5,97.5,63.5,99.0,95.5
freelords.csv,98.5,98.5,97.5,95.5,98.5,98.5,98.5,196.0,97.5,744.0,376.0,295.0,98.5,1983.0,96.5,97.5,198.0,278.5,99.0,97.5
gabel.csv,55.5,98.5,97.5,85.5,98.5,98.5,98.5,196.0,94.5,366.0,188.0,97.5,98.5,1046.5,96.5,81.5,97.5,74.5,174.0,186.0
geotools.csv,98.5,98.5,97.5,274.0,98.5,98.5,95.5,196.0,94.5,759.5,363.0,394.0,98.5,886.0,96.5,97.5,197.5,564.0,196.0,97.5
gephex.csv,96.5,85.5,97.5,292.0,481.5,98.5,98.5,97.5,97.5,381.0,355.0,293.0,98.5,1254.5,96.5,196.5,198.0,564.0,99.0,97.5
google-collections.csv,98.5,98.5,97.5,292.0,98.5,98.5,98.5,196.0,97.5,759.5,376.0,394.0,98.5,1983.0,96.5,196.5,198.0,564.0,99.0,97.5
jpaul.csv,99.0,98.5,97.5,183.0,96.5,98.5,98.5,95.5,94.5,650.5,281.5,295.5,96.5,752.5,96.5,97.5,197.5,277.5,99.0,279.5
mycila.csv,93.5,85.5,192.0,473.0,98.5,98.5,861.0,97.5,97.5,563.5,170.0,194.0,98.5,909.5,96.5,193.5,99.0,464.5,99.0,97.5
neodatis-odb.csv,99.0,98.5,87.5,269.0,96.5,189.0,98.5,196.0,97.5,759.5,188.0,386.0,92.5,1135.0,96.5,182.5,97.5,151.0,195.0,97.5
octet.csv,96.5,85.5,97.5,292.0,87.5,96.5,95.5,95.5,97.5,283.5,442.5,585.0,96.5,1819.0,96.5,196.5,198.0,238.0,96.5,97.5
pokenetonline.csv,98.5,98.5,97.5,292.0,98.5,98.5,95.5,196.0,97.5,660.5,91.5,394.0,98.5,1983.0,96.5,196.5,198.0,374.0,99.0,97.5
scenemonitor.csv,94.5,98.5,97.5,193.0,98.5,98.5,95.5,97.5,94.5,551.0,363.0,295.0,98.5,486.5,96.5,97.5,198.0,465.5,88.5,373.0
servicestack.csv,88.5,98.5,97.5,95.5,0.0,84.5,95.5,95.5,12.5,332.5,320.5,376.5,96.5,691.5,47.5,91.5,197.5,184.0,0.0,0.0
twostep.csv,96.5,98.5,97.5,292.0,98.5,98.5,98.5,196.0,97.5,566.0,188.0,394.0,98.5,1812.0,96.5,97.5,197.5,372.0,195.0,97.5
