,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.69,0.91,0.74,0.49,0.91,0.9,1.01,0.98,0.92,1.0
flylegacy.csv,0.7,0.7,0.48,0.7,0.76,0.69,0.85,0.66,0.81,0.69
jguard.csv,0.75,0.67,0.7,0.71,0.69,0.45,0.86,0.63,0.92,0.7
m-a-d-n-e-s-s.csv,0.53,0.91,0.69,0.72,0.93,0.94,1.0,0.87,0.34,0.82
mob-sen-plat.csv,0.74,0.33,0.8,0.75,0.69,0.7,0.64,0.61,0.46,0.69
raygina.csv,0.37,1.0,0.78,0.69,0.81,0.76,0.86,0.75,0.78,0.66
st-filteredstatistics.csv,0.98,0.75,0.91,0.93,0.73,0.57,0.98,0.37,0.97,1.0
upp-mirror.csv,0.72,0.97,0.73,0.7,0.45,0.76,0.81,0.77,0.63,0.71
wishmaster.csv,0.79,0.88,0.77,0.69,0.6,0.9,0.46,0.98,0.46,0.66
yarp.csv,0.81,0.97,0.81,0.98,1.0,0.9,0.87,0.92,0.81,0.51
