,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.57,0.6,0.75,0.29,0.55,0.38,0.0,0.4,0.33,0.0
flylegacy.csv,0.43,0.65,0.84,0.19,0.64,0.36,0.21,0.88,0.42,0.47
jguard.csv,0.39,0.75,0.76,0.17,0.65,0.52,0.18,0.8,0.3,0.45
m-a-d-n-e-s-s.csv,0.75,1.0,0.76,0.23,0.56,0.29,0.0,1.0,0.6,0.45
mob-sen-plat.csv,0.39,0.84,0.75,0.15,0.62,0.36,0.26,0.85,0.45,0.47
raygina.csv,0.68,0.0,0.74,0.18,0.64,0.33,0.25,0.91,0.35,0.46
st-filteredstatistics.csv,0.37,0.6,0.75,0.15,0.63,0.44,0.19,0.89,0.3,0.39
upp-mirror.csv,0.44,1.0,0.73,0.23,0.77,0.36,0.2,0.71,0.36,0.4
wishmaster.csv,0.38,0.47,0.71,0.17,0.68,0.27,0.33,0.44,0.52,0.46
yarp.csv,0.56,1.0,0.74,0.04,0.0,0.22,0.18,1.0,0.42,0.56
