,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.93,0.8,0.71,0.79,0.91,0.88,0.86,0.8,0.83,0.0
flylegacy.csv,0.4,0.7,0.41,0.69,0.79,0.57,0.39,0.62,0.92,0.63
jguard.csv,0.39,0.62,0.43,0.41,0.41,0.62,0.37,0.32,0.41,0.55
m-a-d-n-e-s-s.csv,0.69,0.67,0.39,0.77,0.89,0.86,0.5,0.8,0.53,0.73
mob-sen-plat.csv,0.45,0.35,0.38,0.61,0.49,0.48,0.48,0.55,0.53,0.53
raygina.csv,0.44,0.0,0.4,0.37,0.77,0.47,0.88,0.73,0.82,0.42
st-filteredstatistics.csv,0.37,0.6,0.34,0.34,0.37,0.46,0.38,0.34,0.39,0.47
upp-mirror.csv,0.83,0.0,0.41,0.87,0.4,0.88,0.87,0.62,0.61,0.54
wishmaster.csv,0.75,0.73,0.46,0.55,0.34,0.44,0.63,0.89,0.55,0.5
yarp.csv,0.89,0.0,0.89,0.98,0.5,0.63,0.91,0.67,0.92,0.52
