,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.14,0.1,0.32,0.25,0.12,0.09,0.11,0.23,0.07,0.0
flylegacy.csv,0.7,0.35,0.36,0.27,0.24,0.48,0.85,0.15,0.12,0.26
jguard.csv,0.72,0.2,0.64,0.67,0.66,0.36,0.84,0.62,0.92,0.29
m-a-d-n-e-s-s.csv,0.09,0.0,0.59,0.18,0.1,0.09,0.03,0.0,0.2,0.16
mob-sen-plat.csv,0.7,0.25,0.77,0.33,0.49,0.57,0.28,0.23,0.37,0.26
raygina.csv,0.19,0.05,0.73,0.66,0.2,0.36,0.1,0.08,0.18,0.34
st-filteredstatistics.csv,0.98,0.4,0.91,0.93,0.68,0.48,0.98,0.31,0.97,1.0
upp-mirror.csv,0.23,0.0,0.59,0.2,0.32,0.29,0.2,0.46,0.35,0.55
wishmaster.csv,0.23,0.4,0.55,0.34,0.46,0.77,0.3,0.38,0.23,0.34
yarp.csv,0.09,0.0,0.23,0.13,0.05,0.57,0.15,0.0,0.12,0.32
