,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.4,0.39,0.24,0.55,0.3,0.12,0.81,0.66,0.67,0.1,0.65,0.98,0.59,0.65,0.38,0.59
arcallians.csv,0.36,0.61,0.4,0.71,0.98,0.25,0.5,0.45,0.43,0.3,0.5,0.33,0.61,0.52,0.46,0.62
arianne.csv,0.92,0.62,0.62,0.74,0.66,0.5,0.75,0.49,0.76,0.3,0.4,0.55,0.64,0.72,0.54,0.84
aztec.csv,0.55,0.11,0.1,0.19,0.14,0.83,0.44,0.02,0.51,0.4,0.05,0.33,0.26,0.18,0.0,0.05
bl-toolkit.csv,0.46,0.49,0.98,0.59,0.57,0.17,0.94,1.0,0.69,0.15,0.8,0.91,0.6,0.76,0.08,0.89
clamav.csv,0.29,0.55,0.14,0.51,0.23,0.25,0.19,0.74,0.14,1.0,0.45,0.31,0.28,0.55,0.54,0.54
gnupdate.csv,0.31,0.64,0.2,0.58,0.68,0.33,0.38,0.22,0.86,0.45,0.95,0.42,0.56,0.54,0.46,0.7
les-indemodables.csv,0.21,0.38,0.3,0.46,0.52,0.33,0.56,0.55,0.59,0.5,0.75,0.36,0.35,0.55,0.5,0.95
mbse.csv,0.4,0.38,0.22,0.19,0.48,0.25,0.69,0.86,0.59,0.5,0.6,0.74,0.34,0.44,0.65,0.19
ns-3-dev-def-routing.csv,0.11,0.3,0.12,0.3,0.73,0.38,0.06,0.86,0.2,0.75,0.45,0.52,0.32,0.9,0.27,0.3
openxava.csv,0.43,0.45,0.4,0.2,0.14,0.17,1.0,0.6,0.39,0.6,0.3,0.58,0.37,0.45,0.65,0.65
phonon-vlc-mplayer.csv,0.36,0.63,0.74,0.96,0.36,0.42,0.69,0.4,0.35,0.8,0.65,0.33,0.71,0.48,0.31,0.76
qgis.csv,0.34,0.99,0.28,0.65,0.27,0.33,0.62,0.48,0.65,0.2,0.5,0.37,0.36,0.51,0.46,0.35
vars-redux.csv,0.31,0.37,0.5,0.33,0.34,0.12,0.69,0.37,0.98,0.15,0.45,0.39,0.42,0.45,0.31,0.57
xapian.csv,0.46,0.69,0.42,0.54,0.66,0.12,0.88,0.32,0.59,0.75,0.8,0.67,0.36,0.65,0.92,0.41
yafdotnet.csv,0.73,0.83,0.92,0.65,0.66,0.88,0.69,0.97,0.65,0.85,0.65,0.72,0.97,0.72,0.69,0.7
