,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.61,0.62,0.73,0.46,0.76,0.93,0.52,0.51,0.44,0.83,0.52,0.46,0.5,0.45,0.73,0.5
arcallians.csv,0.79,0.54,0.62,0.77,0.55,0.8,0.55,0.75,0.6,0.9,0.95,0.75,0.55,0.65,0.81,0.58
arianne.csv,0.55,0.47,0.55,0.59,0.43,0.76,0.35,0.54,0.41,0.67,0.49,0.46,0.43,0.46,0.63,0.51
aztec.csv,0.59,0.95,0.83,0.96,0.93,0.95,0.8,0.92,0.66,0.69,0.9,0.91,0.96,0.97,0.8,0.75
bl-toolkit.csv,0.58,0.54,0.47,0.67,0.4,0.99,0.46,0.36,0.41,0.75,0.4,0.36,0.45,0.49,0.86,0.51
clamav.csv,0.73,0.48,0.92,0.49,0.74,0.5,0.95,0.38,0.95,0.55,0.49,0.78,0.81,0.47,0.53,0.5
gnupdate.csv,0.8,0.54,0.82,0.83,0.63,0.98,0.54,0.96,0.4,0.67,0.95,0.67,0.52,0.63,0.73,0.51
les-indemodables.csv,0.94,0.55,0.73,0.58,0.48,0.38,0.48,0.55,0.41,0.5,0.66,0.52,0.67,0.46,0.6,0.6
mbse.csv,0.57,0.67,0.68,0.6,0.58,0.8,0.55,0.79,0.48,0.53,0.58,0.44,0.69,0.57,0.5,0.94
ns-3-dev-def-routing.csv,0.94,0.75,0.88,0.98,0.59,0.79,0.96,0.44,0.95,0.49,0.72,0.55,0.82,0.65,0.92,0.64
openxava.csv,0.56,0.5,0.56,0.58,0.86,0.46,0.94,0.48,0.69,0.42,0.53,0.48,0.66,0.49,0.45,0.45
phonon-vlc-mplayer.csv,0.67,0.53,0.45,0.9,0.53,0.97,0.5,0.79,0.68,0.45,0.5,0.72,0.42,0.6,0.57,0.51
qgis.csv,0.64,0.55,0.67,0.58,0.52,0.51,0.79,0.63,0.47,0.9,0.75,0.56,0.72,0.49,0.45,0.69
vars-redux.csv,0.76,0.64,0.53,0.97,0.52,0.94,0.37,0.93,0.52,0.8,0.59,0.65,0.65,0.58,0.55,0.55
xapian.csv,0.59,0.47,0.73,0.7,0.52,0.75,0.69,0.75,0.46,0.49,0.56,0.5,0.76,0.48,0.83,0.74
yafdotnet.csv,0.45,0.42,0.44,0.5,0.65,0.49,0.67,0.37,0.47,0.43,0.46,0.48,0.53,0.42,0.45,0.57
