,arianne.csv,qgis.csv,bl-toolkit.csv,phonon-vlc-mplayer.csv,arcallians.csv,aztec.csv,openxava.csv,mbse.csv,vars-redux.csv,clamav.csv,gnupdate.csv,alsa.csv,yafdotnet.csv,ns-3-dev-def-routing.csv,xapian.csv,les-indemodables.csv
alsa.csv,0.44,0.44,0.28,0.52,0.35,0.15,0.45,0.64,0.61,0.12,0.63,0.98,0.54,0.61,0.42,0.59
arcallians.csv,0.4,0.6,0.45,0.71,0.98,0.29,0.33,0.49,0.45,0.35,0.55,0.37,0.62,0.55,0.51,0.52
arianne.csv,0.93,0.59,0.56,0.7,0.64,0.53,0.66,0.49,0.7,0.34,0.42,0.53,0.53,0.57,0.56,0.66
aztec.csv,0.52,0.13,0.12,0.23,0.17,0.86,0.44,0.02,0.52,0.44,0.06,0.38,0.3,0.21,0.0,0.06
bl-toolkit.csv,0.5,0.52,0.98,0.62,0.61,0.2,0.62,0.0,0.63,0.18,0.58,0.43,0.54,0.62,0.1,0.09
clamav.csv,0.33,0.57,0.17,0.53,0.27,0.28,0.23,0.69,0.17,1.0,0.48,0.35,0.32,0.56,0.55,0.56
gnupdate.csv,0.35,0.61,0.24,0.62,0.66,0.38,0.31,0.26,0.67,0.49,0.96,0.46,0.56,0.57,0.5,0.58
les-indemodables.csv,0.25,0.42,0.34,0.5,0.56,0.35,0.59,0.55,0.62,0.53,0.64,0.4,0.39,0.57,0.54,0.96
mbse.csv,0.4,0.41,0.25,0.21,0.47,0.29,0.7,0.88,0.59,0.49,0.48,0.63,0.38,0.46,0.53,0.22
ns-3-dev-def-routing.csv,0.13,0.34,0.15,0.35,0.63,0.42,0.07,0.71,0.24,0.56,0.45,0.5,0.36,0.92,0.31,0.35
openxava.csv,0.45,0.48,0.44,0.23,0.17,0.19,1.0,0.54,0.43,0.55,0.33,0.56,0.41,0.47,0.55,0.63
phonon-vlc-mplayer.csv,0.4,0.6,0.66,0.97,0.4,0.47,0.3,0.45,0.4,0.29,0.36,0.37,0.69,0.5,0.35,0.67
qgis.csv,0.38,0.99,0.32,0.66,0.31,0.37,0.61,0.52,0.65,0.24,0.53,0.41,0.4,0.54,0.48,0.39
vars-redux.csv,0.35,0.42,0.53,0.38,0.38,0.15,0.63,0.42,0.98,0.18,0.49,0.44,0.46,0.49,0.35,0.59
xapian.csv,0.5,0.6,0.45,0.58,0.45,0.14,0.72,0.36,0.55,0.51,0.55,0.58,0.41,0.57,0.93,0.43
yafdotnet.csv,0.51,0.56,0.32,0.53,0.53,0.5,0.57,0.13,0.53,0.5,0.42,0.6,0.98,0.59,0.45,0.36
