,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.32,0.4,0.33,0.61,0.42,0.99,0.5,0.69,0.46,0.47,0.61,0.54,0.51,0.36,0.5,0.42,0.61,0.25,0.52
fbmanager.csv,0.44,0.52,0.98,0.65,0.45,0.59,0.65,0.72,0.48,0.64,0.59,0.5,0.72,0.51,0.58,0.64,0.68,0.6,0.55
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
fityk.csv,0.44,0.47,0.54,0.59,0.19,0.3,0.59,0.46,0.57,0.7,0.43,0.55,0.5,0.95,0.23,0.49,0.56,0.39,0.51
fleet-simulator.csv,0.67,0.44,0.67,0.32,0.24,0.27,0.37,0.46,0.58,0.55,0.43,0.21,0.52,0.59,1.0,0.56,0.37,0.0,0.52
freenet.csv,0.49,0.53,0.66,0.98,0.5,0.54,0.56,0.73,0.6,0.53,0.52,0.0,0.59,0.65,0.64,0.58,0.59,0.82,0.63
geogebra.csv,0.19,0.49,0.18,0.46,0.63,0.46,0.32,0.45,0.12,0.29,0.71,0.0,0.44,0.11,0.94,0.55,0.96,0.19,0.44
google-caja.csv,0.66,0.6,0.69,0.56,0.57,0.61,1.0,0.63,0.6,0.71,0.8,0.51,0.59,0.71,0.8,0.6,0.57,0.0,0.7
hibernate.csv,0.21,0.54,0.21,0.42,0.47,0.34,0.45,0.41,0.14,0.58,0.62,0.52,0.33,0.27,0.21,0.95,0.52,0.0,0.49
itext.csv,0.18,0.51,0.28,0.51,0.39,0.45,0.46,0.54,0.23,0.97,0.61,0.0,0.56,0.21,0.31,0.44,0.68,0.45,0.39
k3b.csv,0.5,0.55,0.53,0.42,0.31,0.73,0.45,0.67,0.98,0.58,0.78,0.29,0.53,0.48,0.36,0.55,0.69,0.58,0.62
megameknet.csv,0.46,0.55,0.47,0.58,0.49,0.42,0.42,0.57,0.53,0.54,0.59,0.0,0.97,0.39,0.0,0.51,0.62,0.0,0.5
myfaces.csv,0.47,0.44,0.42,0.49,0.58,0.65,0.38,0.98,0.47,0.42,0.6,0.43,0.4,0.17,0.0,0.51,0.43,0.64,0.29
onotoa.csv,0.56,0.68,0.56,0.48,0.98,0.49,0.53,0.43,0.47,0.07,0.0,0.45,0.34,0.58,0.3,0.45,0.43,0.0,0.47
paintown.csv,0.98,0.37,0.5,0.61,0.49,0.48,0.56,0.62,0.57,0.25,0.67,0.63,0.65,0.56,0.44,0.58,0.69,0.56,0.62
powerfolder.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.05,0.0,0.0,1.0,0.0,0.01,0.0,0.0,0.05,0.04,0.0,0.04
triplea.csv,0.56,0.94,0.57,0.71,0.38,0.5,0.62,0.71,0.53,0.69,0.9,0.28,0.59,0.54,0.81,0.49,0.61,0.69,0.68
xamj.csv,0.54,0.69,0.61,0.64,0.48,0.59,0.5,0.68,0.5,0.56,0.94,0.48,0.63,0.38,0.7,0.51,0.59,0.0,0.96
