,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,39.0,10.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0
fbmanager.csv,3.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0,49.0,37.0,4.0,2.0,0.0,5.0,6.0,0.0,25.0
fido.csv,140.0,52.0,64.0,287.0,89.0,53.0,104.0,350.0,81.0,63.0,125.0,0.0,306.0,65.0,61.0,0.0,395.0,58.0,338.0
fityk.csv,1.0,0.0,2.0,0.0,0.0,2.0,0.0,11.0,0.0,2.0,34.0,11.0,0.0,0.0,0.0,5.0,13.0,0.0,11.0
fleet-simulator.csv,1.0,0.0,2.0,1.0,0.0,4.0,0.0,13.0,0.0,4.0,77.0,18.0,9.0,3.0,0.0,31.0,9.0,0.0,19.0
freenet.csv,12.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,0.0,6.0,77.0,106.0,4.0,0.0,3.0,9.0,5.0,0.0,0.0
geogebra.csv,2.0,0.0,1.0,2.0,0.0,2.0,0.0,18.0,0.0,3.0,69.0,106.0,1.0,1.0,0.0,13.0,0.0,0.0,8.0
google-caja.csv,1.0,0.0,1.0,2.0,1.0,2.0,0.0,35.0,0.0,1.0,41.0,16.0,3.0,0.0,0.0,9.0,3.0,1.0,6.0
hibernate.csv,1.0,1.0,0.0,1.0,0.0,6.0,0.0,21.0,0.0,6.0,25.0,10.0,3.0,2.0,2.0,0.0,9.0,0.0,4.0
itext.csv,1.0,2.0,0.0,0.0,0.0,2.0,1.0,26.0,0.0,0.0,34.0,106.0,4.0,3.0,0.0,3.0,2.0,0.0,2.0
k3b.csv,1.0,3.0,2.0,2.0,1.0,2.0,2.0,31.0,0.0,4.0,12.0,22.0,11.0,4.0,0.0,5.0,0.0,0.0,0.0
megameknet.csv,5.0,2.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,8.0,35.0,106.0,0.0,0.0,2.0,28.0,7.0,0.0,2.0
myfaces.csv,3.0,2.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,6.0,34.0,59.0,4.0,0.0,2.0,31.0,6.0,0.0,5.0
onotoa.csv,2.0,2.0,1.0,2.0,0.0,9.0,1.0,41.0,0.0,2.0,125.0,17.0,5.0,0.0,2.0,12.0,9.0,0.0,0.0
paintown.csv,0.0,1.0,1.0,3.0,0.0,2.0,3.0,18.0,2.0,3.0,52.0,15.0,0.0,2.0,0.0,15.0,2.0,0.0,11.0
powerfolder.csv,140.0,52.0,64.0,0.0,89.0,53.0,0.0,0.0,81.0,63.0,0.0,106.0,1.0,65.0,61.0,0.0,1.0,58.0,0.0
triplea.csv,2.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,19.0,39.0,3.0,0.0,1.0,6.0,9.0,0.0,4.0
xamj.csv,0.0,0.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0,5.0,10.0,10.0,1.0,1.0,0.0,10.0,1.0,1.0,0.0
