,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.4,0.44,0.39,0.68,0.52,0.98,0.6,0.42,0.54,0.5,0.12,0.15,0.54,0.44,0.62,0.4,0.48,0.34,0.48
fbmanager.csv,0.47,0.57,0.99,0.72,0.62,0.63,0.74,0.36,0.57,0.67,0.1,0.07,0.61,0.58,0.68,0.51,0.47,0.71,0.4
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
fityk.csv,0.49,0.52,0.55,0.66,0.27,0.35,0.69,0.25,0.65,0.72,0.07,0.2,0.38,0.97,0.31,0.41,0.42,0.51,0.45
fleet-simulator.csv,0.67,0.75,0.67,0.77,0.86,0.68,0.81,0.26,0.79,0.73,0.09,0.08,0.38,0.76,1.0,0.45,0.37,0.92,0.48
freenet.csv,0.54,0.61,0.68,0.99,0.68,0.55,0.67,0.34,0.72,0.57,0.07,0.0,0.38,0.71,0.78,0.43,0.4,0.87,0.47
geogebra.csv,0.27,0.57,0.25,0.6,0.84,0.55,0.42,0.3,0.18,0.33,0.11,0.0,0.47,0.16,0.96,0.42,0.98,0.27,0.41
google-caja.csv,0.66,0.69,0.69,0.73,0.78,0.64,1.0,0.27,0.68,0.72,0.13,0.09,0.4,0.77,0.86,0.43,0.34,0.91,0.53
hibernate.csv,0.25,0.59,0.26,0.49,0.69,0.37,0.56,0.16,0.19,0.59,0.14,0.09,0.34,0.35,0.37,0.97,0.38,0.81,0.46
itext.csv,0.25,0.56,0.33,0.6,0.5,0.5,0.55,0.35,0.31,0.97,0.13,0.0,0.49,0.27,0.41,0.42,0.55,0.57,0.4
k3b.csv,0.5,0.6,0.54,0.51,0.4,0.71,0.55,0.36,0.99,0.59,0.18,0.05,0.45,0.58,0.48,0.45,0.44,0.68,0.51
megameknet.csv,0.46,0.62,0.48,0.65,0.62,0.48,0.52,0.33,0.62,0.66,0.1,0.0,0.97,0.49,0.56,0.42,0.39,0.96,0.49
myfaces.csv,0.48,0.5,0.47,0.65,0.7,0.65,0.46,0.99,0.55,0.46,0.11,0.05,0.31,0.22,0.83,0.39,0.31,0.74,0.36
onotoa.csv,0.58,0.72,0.57,0.55,0.99,0.5,0.64,0.16,0.55,0.11,0.0,0.08,0.3,0.66,0.6,0.38,0.26,0.61,0.35
paintown.csv,0.99,0.42,0.53,0.67,0.62,0.52,0.66,0.27,0.65,0.29,0.1,0.08,0.46,0.62,0.56,0.43,0.45,0.67,0.46
powerfolder.csv,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.08,0.0,0.0,1.0,0.0,0.03,0.0,0.0,0.07,0.06,0.0,0.06
triplea.csv,0.59,0.95,0.58,0.79,0.49,0.52,0.73,0.37,0.62,0.68,0.19,0.04,0.41,0.61,0.88,0.42,0.43,0.78,0.54
xamj.csv,0.58,0.72,0.62,0.73,0.58,0.59,0.6,0.39,0.58,0.63,0.25,0.06,0.38,0.46,0.79,0.37,0.38,0.58,0.97
