,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.76,0.71,0.63,0.37,0.83,0.62,0.83
emulemorph.csv,0.75,0.78,0.65,0.57,1.0,0.9,0.37
htmlunit.csv,0.89,0.88,0.61,0.84,0.82,0.48,0.68
jvcl.csv,0.9,0.5,0.49,0.64,0.92,0.78,0.61
m-m-m.csv,0.69,0.94,0.86,0.93,0.37,0.8,1.01
nh3d.csv,0.69,0.01,1.0,1.0,1.0,0.73,1.0
wgs-assembler.csv,0.5,0.72,0.96,0.68,0.96,0.6,0.77
