,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.39,0.02,0.22,0.59,0.41,0.5,0.08
emulemorph.csv,0.33,0.02,0.24,0.46,0.0,0.18,0.22
htmlunit.csv,0.54,0.02,0.21,0.37,0.3,0.56,0.11
jvcl.csv,0.17,0.31,0.33,0.41,0.15,0.32,0.13
m-m-m.csv,0.41,0.02,0.14,0.35,0.85,0.38,0.03
nh3d.csv,0.41,0.8,0.0,0.41,0.91,0.36,0.0
wgs-assembler.csv,0.56,0.02,0.16,0.38,0.08,0.47,0.08
