,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.33,0.01,0.15,0.49,0.78,0.38,0.04
emulemorph.csv,0.41,0.01,0.18,0.46,0.0,0.69,0.13
htmlunit.csv,0.37,0.01,0.13,0.25,1.0,0.54,0.06
jvcl.csv,0.44,0.22,0.23,0.3,1.0,0.51,0.08
m-m-m.csv,0.38,0.01,0.08,0.22,0.93,0.28,0.02
nh3d.csv,0.38,0.67,0.0,0.26,0.84,0.52,0.0
wgs-assembler.csv,0.52,0.01,0.09,0.28,1.0,0.54,0.05
