,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.49,0.75,0.44,0.75,0.27,0.75,0.5
emulemorph.csv,0.28,0.25,0.38,0.46,0.0,0.1,0.83
htmlunit.csv,0.95,0.5,0.56,0.75,0.18,0.57,0.5
jvcl.csv,0.1,0.5,0.56,0.67,0.08,0.23,0.5
m-m-m.csv,0.46,1.0,0.56,0.75,0.78,0.6,0.17
nh3d.csv,0.46,1.0,0.0,1.0,1.0,0.28,0.0
wgs-assembler.csv,0.62,0.75,0.81,0.62,0.04,0.43,0.33
