,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.33,0.57,0.13,0.12,0.05,0.9,0.04,0.18,0.0,0.88,0.12,0.21
bigdata.csv,0.2,0.66,0.19,0.23,0.1,0.95,0.08,0.3,0.14,0.92,0.09,0.31
calcubetimer.csv,0.17,0.73,0.27,0.14,0.19,1.0,0.0,0.28,0.06,0.86,0.0,0.24
jas.csv,0.16,0.6,0.29,0.0,0.16,0.73,0.04,0.33,0.22,0.91,0.33,0.3
jbpm.csv,0.17,0.86,0.33,0.0,0.44,1.0,0.0,0.09,0.0,0.92,0.0,0.5
jgossipforum.csv,0.17,0.71,0.34,0.29,0.1,0.94,0.24,0.8,0.32,0.95,0.0,0.36
joustsim.csv,0.17,0.61,0.2,0.14,0.21,0.97,0.05,0.56,0.2,0.88,0.12,0.24
madman.csv,0.21,0.46,0.24,0.12,0.07,0.67,0.01,0.09,0.4,0.93,0.02,0.16
mule.csv,0.19,0.72,0.33,0.18,0.31,1.0,0.02,0.29,0.12,0.9,0.14,0.43
nunit.csv,0.12,0.73,0.13,0.19,0.15,0.97,0.04,0.18,0.11,0.91,0.06,0.37
piccolo2d.csv,0.19,0.81,0.37,0.38,0.2,1.0,0.0,0.29,0.32,0.93,0.0,0.41
sblim.csv,0.12,0.66,0.51,0.26,0.4,1.0,0.0,0.31,0.18,0.96,0.0,0.26
