,openefm.csv,jgnash.csv,yarp0.csv,mp-rechnungs-und-kundenverwaltung.csv,ingex.csv,ambulant.csv
ambulant.csv,0.3,0.15,0.27,0.31,0.38,0.67
ingex.csv,0.31,0.14,0.43,0.34,0.53,0.44
jgnash.csv,0.49,0.38,0.31,0.39,0.38,0.4
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.3,0.67,0.45,0.5,0.59
openefm.csv,0.57,0.16,0.07,0.26,0.39,0.5
yarp0.csv,0.37,0.21,0.56,0.32,0.43,0.43
