,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,0.05,0.05,0.0,0.09,0.0,0.12,0.06,0.03,0.05,0.08,0.0,0.2,0.14,0.2
codeblocks.csv,0.85,0.1,0.89,0.32,0.79,0.3,0.32,0.05,0.81,0.43,0.36,0.56,0.18,1.0
ctrlr.csv,0.14,0.08,0.0,0.07,0.05,0.07,0.04,0.05,0.03,0.24,0.18,0.02,0.05,0.0
dvt.csv,0.2,0.78,0.1,0.78,0.46,0.38,0.0,0.08,0.59,0.43,0.29,0.58,0.49,0.4
flylinkdc.csv,0.0,0.22,0.21,0.18,0.15,0.17,0.24,0.15,0.27,0.19,0.21,0.22,0.22,0.2
kowari.csv,0.14,0.1,0.03,0.01,0.21,0.15,0.05,0.38,0.11,0.43,0.3,0.17,0.0,0.2
ldview.csv,0.12,0.02,0.3,0.15,0.23,0.17,0.57,0.13,0.08,0.0,0.11,0.22,0.24,0.4
maidsafe-dht.csv,0.03,0.02,0.04,0.04,0.08,0.0,0.12,0.05,0.03,0.03,0.05,0.08,0.15,0.0
n2cms.csv,0.13,0.25,0.46,0.0,0.21,0.13,0.21,0.05,0.11,0.03,0.21,0.27,0.31,0.0
nuttx.csv,0.81,0.88,0.96,0.53,0.08,0.55,0.52,0.46,0.86,0.7,0.61,0.34,0.78,0.2
rtb-team.csv,0.18,0.3,0.21,0.28,0.18,0.12,0.24,0.15,0.0,0.14,0.18,0.12,0.53,0.2
super-tux.csv,0.99,0.8,1.0,0.57,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.76,0.2
vdsf.csv,0.98,0.98,0.01,0.99,0.97,0.97,0.89,1.0,1.0,1.0,1.0,1.0,0.96,1.0
xbrlapi.csv,0.18,0.0,0.72,0.34,0.72,0.2,0.21,0.31,0.46,0.19,0.39,0.32,0.19,0.2
