,flylinkdc.csv,xbrlapi.csv,vdsf.csv,n2cms.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,codeblocks.csv,rtb-team.csv,ldview.csv,bulmages.csv,ctrlr.csv,kowari.csv,super-tux.csv
bulmages.csv,5.0,2.0,1261.0,2.0,222.0,6.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,0.0
codeblocks.csv,6.0,3.0,3.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,12.0,0.0,4.0,0.0
ctrlr.csv,1.0,0.0,1261.0,121.0,0.0,73.0,3.0,1.0,51.0,5.0,1.0,0.0,84.0,0.0
dvt.csv,1.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,5.0,0.0,6.0,2.0,7.0,0.0
flylinkdc.csv,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,7.0,2.0,3.0,0.0,5.0,0.0
kowari.csv,14.0,1.0,5.0,121.0,0.0,1.0,1.0,0.0,51.0,1.0,18.0,6.0,0.0,0.0
ldview.csv,3.0,0.0,3.0,8.0,0.0,7.0,20.0,4.0,3.0,0.0,2.0,1.0,5.0,0.0
maidsafe-dht.csv,1.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,51.0,0.0,1.0,79.0,7.0,0.0
n2cms.csv,2.0,0.0,38.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0
nuttx.csv,3.0,0.0,292.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,1.0,4.0,0.0
rtb-team.csv,1.0,0.0,32.0,1.0,0.0,5.0,1.0,4.0,0.0,0.0,0.0,79.0,15.0,0.0
super-tux.csv,6.0,0.0,5.0,0.0,0.0,8.0,21.0,5.0,1.0,0.0,0.0,2.0,1.0,0.0
vdsf.csv,6.0,0.0,0.0,6.0,0.0,8.0,21.0,5.0,1.0,0.0,0.0,2.0,8.0,0.0
xbrlapi.csv,8.0,0.0,3.0,5.0,0.0,7.0,12.0,4.0,0.0,2.0,0.0,6.0,8.0,0.0
