,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.73,0.63,0.0,0.51,0.31,0.93,0.36,0.09,0.12,0.72,0.76,0.39,0.44,0.64,0.33,0.65,0.49,0.6,0.53
auber.csv,0.23,0.49,0.05,0.77,0.52,0.05,0.54,0.31,0.29,0.49,0.05,0.6,0.77,0.51,0.0,0.52,0.35,0.6,0.62
cortex-vfx.csv,0.72,0.46,0.0,0.61,0.48,0.81,0.2,0.4,0.27,0.48,0.4,0.45,0.49,0.59,0.36,0.62,0.17,0.47,0.49
empserver.csv,0.7,0.33,0.09,0.7,0.48,0.78,0.64,0.37,0.25,0.4,0.69,0.39,0.62,0.38,0.31,0.27,0.34,0.52,0.56
flylegacy.csv,0.56,0.66,0.0,0.6,0.54,0.83,0.29,0.5,0.58,0.58,0.65,0.42,0.68,0.54,0.0,0.69,0.59,0.5,0.37
galaxium.csv,0.75,0.57,0.64,0.67,0.43,0.92,0.26,0.52,0.42,0.66,0.8,0.77,0.51,0.65,0.58,0.53,0.32,0.45,0.46
growl-for-windows.csv,0.0,0.0,1.0,0.62,0.0,0.0,0.2,0.65,0.69,0.49,0.0,0.53,0.38,0.16,0.0,0.42,0.7,0.56,0.26
k3d.csv,0.28,0.24,0.99,0.61,0.81,0.2,0.13,0.51,0.1,0.24,0.0,0.47,0.35,0.19,0.12,0.31,0.0,0.17,0.65
libarchive.csv,0.27,0.63,0.3,0.39,0.35,0.61,0.58,0.49,0.0,0.68,0.73,0.0,0.59,0.51,0.0,0.44,0.38,0.55,0.67
linux-ntfs.csv,0.7,0.63,0.68,0.65,0.41,0.0,0.37,0.5,0.44,0.47,0.68,0.61,0.62,0.26,0.0,0.77,0.39,0.52,0.65
m-a-d-n-e-s-s.csv,0.61,0.48,0.0,0.44,0.2,0.7,0.49,0.0,0.1,0.73,0.52,0.42,0.31,0.31,0.2,0.54,0.26,0.17,0.69
novembre.csv,0.6,0.48,0.0,0.8,0.12,0.95,0.48,0.0,0.18,0.15,0.68,0.04,0.15,0.07,0.25,0.43,0.13,0.2,0.64
qtwin.csv,0.07,0.12,0.0,0.16,0.27,0.98,0.0,0.09,0.16,0.15,0.18,0.07,0.36,0.64,0.15,0.39,0.07,0.02,0.0
st-filteredstatistics.csv,0.55,0.2,0.3,0.0,0.33,0.69,0.31,0.0,0.76,0.41,0.47,0.62,0.51,0.17,0.0,0.59,0.37,0.31,0.59
tweetsharp.csv,0.34,0.1,0.0,0.31,0.42,0.19,0.04,0.48,0.54,0.36,0.23,0.35,0.47,0.46,0.0,0.05,0.54,0.74,0.1
unladen-swallow.csv,0.48,0.43,0.0,0.53,0.27,0.54,0.42,0.4,0.42,0.4,0.49,0.47,0.12,0.45,0.15,0.1,0.32,0.28,0.49
wishmaster.csv,0.29,0.42,0.0,0.31,0.09,0.78,0.1,0.77,0.18,0.56,0.57,0.37,0.18,0.36,0.51,0.0,0.44,0.06,0.1
