,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.2,0.79,0.0,0.44,0.24,0.01,0.69,0.11,0.67,0.51,0.6,0.48,0.63,0.26,1.0,0.54,0.89,0.89,0.59
auber.csv,0.1,0.71,0.0,0.39,0.15,0.0,0.51,0.11,0.74,0.27,0.16,0.34,0.78,0.27,0.98,0.48,0.52,0.76,0.46
cortex-vfx.csv,0.21,0.9,0.0,0.41,0.3,0.01,0.67,0.23,0.82,0.42,0.42,0.64,0.65,0.4,1.0,0.55,0.83,0.86,0.61
empserver.csv,0.16,0.75,0.0,0.35,0.15,0.0,0.73,0.13,0.73,0.31,0.36,0.25,0.59,0.23,1.0,0.49,0.58,0.72,0.43
flylegacy.csv,0.16,0.84,0.0,0.3,0.29,0.01,0.69,0.18,0.77,0.32,0.58,0.26,0.64,0.31,0.96,0.59,0.8,0.74,0.48
galaxium.csv,0.2,0.76,0.0,0.35,0.17,0.01,0.62,0.23,0.79,0.53,0.48,0.72,0.67,0.29,1.0,0.46,0.62,0.72,0.87
growl-for-windows.csv,0.0,0.0,0.14,0.31,0.0,0.0,0.67,0.24,0.81,0.65,0.0,0.55,0.62,0.29,0.98,0.62,0.92,0.74,1.0
k3d.csv,0.14,0.65,0.04,0.31,0.48,0.0,0.53,0.21,0.43,0.29,0.0,0.44,0.74,0.21,1.0,0.41,0.0,0.75,0.48
libarchive.csv,0.12,0.78,0.0,0.27,0.15,0.0,0.54,0.22,0.75,0.38,0.39,0.28,0.58,0.24,0.98,0.44,0.69,0.74,0.68
linux-ntfs.csv,0.21,0.78,0.0,0.33,0.11,0.0,0.52,0.18,0.75,0.27,0.35,0.35,0.65,0.45,0.98,0.68,0.58,0.72,0.56
m-a-d-n-e-s-s.csv,0.23,0.76,0.0,0.43,0.17,0.01,0.57,0.0,1.0,0.6,0.75,0.54,0.72,0.38,1.0,0.68,0.62,0.6,0.67
novembre.csv,0.22,0.82,0.0,0.57,0.12,0.01,0.49,0.0,0.75,0.43,0.43,0.2,0.89,0.38,1.0,0.67,1.0,0.88,0.47
qtwin.csv,0.18,0.75,0.0,1.0,0.33,0.03,0.0,0.2,0.62,0.75,0.37,0.25,0.84,0.25,1.0,0.6,0.67,0.33,0.0
st-filteredstatistics.csv,0.14,0.72,0.0,0.27,0.11,0.0,0.5,0.19,0.94,0.32,0.3,0.33,0.65,0.22,0.98,0.5,0.67,0.6,0.46
tweetsharp.csv,0.06,1.0,0.0,0.24,0.27,0.0,0.33,0.17,0.76,0.31,0.17,0.3,0.54,0.28,0.97,0.17,0.73,0.89,0.5
unladen-swallow.csv,0.22,0.74,0.0,0.31,0.12,0.01,0.44,0.24,0.79,0.35,0.45,0.41,0.47,0.27,1.0,1.0,0.71,0.67,0.63
wishmaster.csv,0.16,0.68,0.0,0.27,0.04,0.01,0.5,0.39,0.6,0.5,0.51,0.23,0.53,0.23,1.0,0.0,0.65,0.4,1.0
