,unladen-swallow.csv,flylegacy.csv,gotjava.csv,novembre.csv,k3d.csv,qtwin.csv,empserver.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,acdk.csv,galaxium.csv,auber.csv,cortex-vfx.csv,duplicati.csv,linux-ntfs.csv,growl-for-windows.csv,tweetsharp.csv,libarchive.csv
acdk.csv,0.46,0.6,1.06,0.58,0.75,0.28,0.71,0.94,0.91,0.4,0.32,0.67,0.66,0.68,0.72,0.63,0.57,0.47,0.57
auber.csv,0.96,0.77,0.99,0.55,0.8,1.0,0.77,0.91,0.93,0.83,1.13,0.62,0.35,0.63,1.03,0.82,0.92,0.68,0.67
cortex-vfx.csv,0.45,0.6,1.05,0.52,0.59,0.31,0.84,0.7,0.78,0.61,0.67,0.61,0.62,0.5,0.69,0.59,0.86,0.61,0.59
empserver.csv,0.65,0.91,0.98,0.65,0.7,0.59,0.46,0.85,0.83,0.88,0.67,0.78,0.7,0.89,0.74,0.93,0.82,0.81,0.77
flylegacy.csv,0.58,0.49,1.13,0.66,0.54,0.22,0.76,0.83,0.66,0.74,0.42,0.75,0.58,0.58,1.17,0.52,0.52,0.82,0.72
galaxium.csv,0.46,0.76,0.74,0.57,0.69,0.3,0.79,0.63,0.69,0.43,0.4,0.28,0.6,0.56,0.47,0.77,0.8,0.74,0.59
growl-for-windows.csv,1.0,1.0,0.01,0.68,1.0,1.0,0.84,0.6,0.63,0.57,1.0,0.54,0.7,0.87,1.0,0.65,0.35,0.71,0.78
k3d.csv,0.78,0.86,0.04,0.64,0.25,0.85,0.97,0.67,0.97,0.82,1.0,0.61,0.71,0.86,0.9,0.81,1.01,0.87,0.64
libarchive.csv,0.94,0.7,0.92,0.89,0.9,0.76,0.71,0.84,1.0,0.57,0.56,1.0,0.74,0.82,1.0,0.87,0.89,0.78,0.41
linux-ntfs.csv,0.46,0.65,0.7,0.7,0.83,1.0,0.75,0.82,0.86,0.85,0.66,0.59,0.56,0.78,1.05,0.39,0.93,0.81,0.51
m-a-d-n-e-s-s.csv,0.49,0.68,1.12,0.63,0.85,0.35,0.66,1.0,0.92,0.34,0.53,0.64,0.74,0.74,0.83,0.54,0.83,0.9,0.4
novembre.csv,0.5,0.62,1.03,0.3,0.91,0.2,0.76,1.0,0.86,0.88,0.48,0.97,0.88,0.94,0.79,0.64,0.89,0.84,0.67
qtwin.csv,0.94,0.91,1.0,0.87,0.77,0.09,1.0,0.93,0.9,0.88,0.86,0.95,0.69,0.67,0.88,0.69,0.95,0.99,1.0
st-filteredstatistics.csv,0.8,0.97,0.92,1.0,0.81,0.61,0.92,1.0,0.3,0.88,0.84,0.73,0.61,0.96,1.02,0.73,0.9,0.89,0.76
tweetsharp.csv,0.93,0.92,1.05,0.8,0.66,1.09,0.97,0.84,0.79,0.74,0.89,0.75,0.72,0.65,1.06,0.98,0.61,0.37,0.92
unladen-swallow.csv,0.59,0.73,1.01,0.65,0.82,0.55,0.82,0.69,0.69,0.7,0.59,0.62,0.91,0.66,0.88,0.92,0.76,0.83,0.58
wishmaster.csv,0.77,0.8,1.04,0.78,0.98,0.41,0.92,0.35,0.9,0.53,0.51,0.8,0.87,0.74,0.55,1.0,0.73,0.97,0.92
