,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.0,1.0,0.2,0.38,0.57,0.82,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
chaperon.csv,1.0,0.33,0.04,0.18,1.0,0.2,0.53,0.0,1.0,0.57,0.0,1.0,0.0,0.12,0.42
co-ode-owl-plugins.csv,0.92,0.53,0.94,0.27,0.86,0.33,0.36,0.05,0.0,0.43,0.0,0.99,0.17,0.27,1.0
e-bio-flow.csv,0.62,0.41,0.0,0.5,0.79,0.97,0.26,0.12,0.05,0.47,0.0,1.0,0.0,0.14,0.5
free-evolution.csv,1.0,0.69,0.09,0.4,0.81,0.43,0.41,0.03,0.33,0.23,0.02,1.0,0.0,0.97,0.5
jaxlib.csv,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmonkeyengine.csv,0.95,0.37,0.1,1.0,0.85,0.43,0.41,0.0,0.11,0.23,0.0,0.99,0.09,0.18,0.75
jmule.csv,0.88,0.46,0.11,0.23,0.77,0.48,0.35,0.04,0.03,0.24,0.02,1.0,0.06,0.3,1.0
kaffeine.csv,0.98,0.46,0.1,0.24,0.8,0.33,0.39,0.04,0.06,0.28,0.01,0.99,0.08,0.23,0.48
nodal.csv,0.96,0.52,0.32,0.43,0.89,0.38,0.43,0.0,0.0,1.0,0.0,1.0,0.0,0.24,0.57
ogrehg.csv,0.81,0.37,0.04,0.24,0.79,0.36,0.97,0.0,0.08,0.28,0.02,1.0,0.06,0.22,0.43
onotoa.csv,0.93,0.26,0.11,0.21,1.0,0.37,0.37,0.07,0.07,0.35,0.01,0.99,0.04,0.22,0.6
papertoolkit.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0
