,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,1.0,0.0,0.95,0.84,0.96,0.7,0.96,1.06,1.0,1.0,1.01,1.0,1.0,1.0,0.88
chaperon.csv,0.86,0.89,0.97,0.91,0.93,0.95,0.79,1.0,0.0,0.83,1.03,0.82,1.01,0.95,0.83
co-ode-owl-plugins.csv,0.76,0.53,0.17,0.74,0.66,0.86,0.85,0.75,1.05,0.75,1.14,1.05,0.67,0.74,0.96
e-bio-flow.csv,0.94,0.72,1.0,0.73,0.84,0.02,0.89,0.52,0.87,0.71,1.05,0.96,1.0,0.97,0.88
free-evolution.csv,0.84,0.6,0.89,0.69,0.75,0.71,0.83,0.85,0.75,0.79,0.44,0.91,1.05,0.06,0.64
jaxlib.csv,1.0,0.91,1.0,1.0,1.0,0.97,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jmonkeyengine.csv,0.62,0.78,0.88,0.0,0.73,0.74,0.68,1.09,0.6,0.81,1.03,1.14,0.47,0.81,0.88
jmule.csv,0.63,0.7,0.84,0.82,0.87,0.55,0.79,0.9,1.03,0.78,0.54,0.49,0.59,0.58,0.04
kaffeine.csv,0.09,0.81,0.93,0.81,0.91,0.86,0.97,0.96,0.85,0.78,0.57,1.0,0.58,0.96,0.9
nodal.csv,0.56,0.56,0.4,0.55,0.62,0.7,0.71,1.25,1.0,0.09,1.02,0.86,1.0,0.75,0.59
ogrehg.csv,0.84,0.86,1.2,0.75,0.79,0.76,0.08,1.06,0.79,0.69,0.43,0.55,0.82,0.81,0.97
onotoa.csv,0.35,0.91,0.89,0.88,0.0,0.71,0.85,0.57,0.85,0.58,0.65,1.01,0.81,0.89,0.88
papertoolkit.csv,1.0,1.0,1.0,0.94,0.99,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.0,1.0,0.92
