,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.15,0.97,0.14,0.51,0.27,0.38,0.2,0.0,0.15,0.11,0.43,0.59,0.29,0.33,0.16,0.56,0.12,0.29,0.06
dxengine.csv,0.52,0.0,0.96,0.15,0.39,0.26,0.03,0.0,0.07,0.28,0.16,0.68,0.2,0.15,0.21,0.22,0.0,0.31,0.0
e-bio-flow.csv,0.27,0.18,0.11,0.36,0.26,0.25,0.17,0.0,0.18,0.36,0.13,0.05,0.97,0.43,0.24,0.32,0.0,0.26,0.05
emono.csv,0.23,0.3,0.0,0.29,0.11,0.2,0.08,0.12,0.07,0.03,0.33,0.43,0.29,0.19,0.08,0.14,0.0,0.99,0.18
freedom-erp.csv,0.18,0.11,0.07,0.49,0.0,0.08,0.03,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.03,0.98,0.0,0.0,0.0
haggle.csv,0.1,0.09,0.38,0.51,0.22,0.15,0.08,0.18,0.38,1.0,0.12,0.33,0.29,0.49,0.63,0.27,0.0,0.51,0.16
jbpm.csv,0.37,0.1,0.19,0.1,0.26,0.19,1.0,0.2,0.2,0.26,0.3,0.31,0.16,0.1,0.03,0.21,0.0,0.0,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0
jmoney.csv,1.0,0.16,0.28,0.44,0.37,0.17,0.23,0.0,0.08,0.31,0.16,0.39,0.4,0.19,0.53,0.21,0.0,0.02,0.13
jmonkeyengine.csv,0.19,0.2,0.23,0.23,0.26,0.24,0.23,0.0,0.16,0.48,0.88,0.6,0.35,0.26,0.12,0.41,0.0,0.16,0.08
jsidplay2.csv,0.62,0.33,0.09,1.0,0.17,0.23,0.19,0.06,0.31,0.2,0.39,0.7,0.55,0.37,0.6,0.76,0.0,0.73,0.11
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matrex.csv,0.6,0.18,0.07,0.52,0.34,0.38,0.07,0.14,0.26,0.05,0.0,0.58,0.26,0.07,0.98,0.61,0.0,0.05,0.0
mediate.csv,0.24,0.36,0.27,0.44,0.23,0.31,0.22,0.12,0.32,0.67,0.29,0.95,0.52,0.58,0.62,0.39,0.1,0.54,0.07
piccolo2d.csv,0.31,0.15,0.0,0.1,0.07,0.96,0.43,0.0,0.0,0.0,0.0,0.19,0.32,0.0,0.03,0.04,0.0,0.02,0.0
pustefix.csv,0.25,0.23,0.0,0.56,0.38,0.12,0.24,0.02,0.98,0.03,0.43,0.45,0.45,0.23,0.45,0.36,0.0,0.32,0.0
sblim.csv,0.26,0.23,0.07,0.1,0.95,0.13,0.18,0.0,0.0,0.05,0.19,0.05,0.17,0.01,0.12,0.21,0.0,0.0,0.17
thedata.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.0,1.0
tmva.csv,0.47,0.35,0.39,0.69,0.31,0.32,0.17,0.11,0.4,0.58,0.41,0.63,0.48,0.99,0.71,0.74,0.0,0.63,0.13
