,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.04,0.05,0.13,0.69,0.01,0.06,0.29,0.21,0.25,0.46,0.24,0.69,0.74,0.26
boost-sandbox.csv,0.62,0.58,0.45,0.23,0.47,0.66,0.45,0.52,0.39,0.45,0.48,0.43,0.0,0.19
customwars.csv,0.51,0.39,0.49,0.58,0.3,0.26,0.0,0.5,0.49,0.36,0.48,0.3,0.85,0.29
dvd-create.csv,0.61,0.69,0.35,0.58,0.8,0.4,0.0,0.45,0.66,0.39,0.67,0.78,0.62,0.77
frogatto.csv,0.21,0.62,0.66,0.55,0.64,0.47,0.09,0.61,0.51,0.59,0.44,0.52,0.81,0.84
glelite.csv,0.13,0.27,0.42,0.24,0.24,0.45,0.09,0.6,0.13,0.5,0.44,0.17,0.57,0.98
go.csv,0.6,0.78,0.37,0.58,0.58,0.51,0.29,0.21,0.4,0.74,0.64,0.37,0.44,0.59
irplus.csv,0.56,0.44,0.63,0.56,0.46,0.27,0.0,0.66,0.62,0.56,0.67,0.46,0.73,0.34
lsb.csv,0.57,0.47,0.79,0.62,0.47,0.34,0.0,0.4,0.56,0.65,0.48,0.55,0.74,0.55
moving-pictures.csv,0.4,0.26,0.49,0.2,0.15,0.53,0.0,0.58,0.64,0.62,0.43,0.28,0.33,0.29
mpgravity.csv,0.52,0.7,0.31,0.39,0.63,0.42,0.69,0.0,0.5,0.65,0.37,0.17,0.73,0.0
plearn.csv,0.64,0.24,0.05,0.09,0.21,0.13,0.63,0.47,0.29,0.26,0.48,0.46,0.63,0.5
rebecca-aiml.csv,0.46,0.6,0.66,0.61,0.39,0.27,0.0,0.53,0.64,0.61,0.62,0.88,0.68,0.51
wxcode.csv,0.39,0.38,0.13,0.54,0.13,0.17,0.74,0.33,0.29,0.1,0.32,0.2,0.96,0.36
