,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.71,0.87,0.83,0.78,0.76,0.9,0.62,0.58,0.21,0.75,0.99,0.56,0.74,0.77,0.66,1.02
customsagetv.csv,0.7,0.75,0.95,0.47,0.53,0.89,0.69,0.87,0.71,0.66,0.84,0.82,0.61,0.86,0.82,0.15
fluidium.csv,0.96,0.95,0.93,0.77,1.0,0.84,1.0,0.96,1.0,0.98,0.99,0.95,0.98,0.56,1.0,0.93
guineu.csv,0.44,0.93,0.8,0.87,0.75,0.71,0.74,0.91,0.71,0.89,0.83,1.01,0.69,1.0,0.76,0.28
inkscape.csv,0.8,0.57,0.48,0.75,0.75,1.0,0.43,0.72,0.91,0.6,0.92,0.58,0.96,0.62,0.92,0.8
mpqc.csv,0.82,1.0,1.0,1.0,1.0,0.51,0.96,0.78,1.01,0.97,0.75,0.73,0.93,0.88,1.0,1.0
nsis.csv,0.83,0.91,0.58,0.81,0.93,0.55,0.93,0.94,0.79,0.8,0.36,0.61,0.73,0.88,0.86,0.46
octave.csv,0.71,0.89,0.81,0.75,0.53,0.62,0.48,0.86,0.77,0.67,1.06,0.73,0.73,0.71,0.86,0.9
owfs.csv,0.95,0.95,0.83,0.64,0.65,0.85,0.67,0.79,0.79,0.87,1.0,1.01,0.76,0.89,0.91,0.88
owlib.csv,0.86,0.42,0.52,0.64,0.54,0.91,0.56,0.61,0.56,0.66,0.95,0.65,0.73,0.67,0.68,1.04
pamguard.csv,0.69,0.7,0.48,0.5,0.53,0.66,0.59,0.69,0.41,0.76,0.85,0.58,0.67,0.86,0.49,1.03
prelude.csv,0.91,0.99,0.28,0.87,0.9,0.95,0.78,0.94,0.66,0.82,1.1,0.51,0.89,0.62,0.94,0.68
robocode.csv,0.56,0.53,0.9,0.52,0.55,0.84,0.5,0.42,0.7,0.57,0.77,0.65,0.75,0.64,0.71,0.68
uwom-server.csv,0.74,0.72,1.0,0.79,0.57,0.76,0.59,0.77,0.76,0.54,0.72,0.5,0.8,0.71,0.84,0.59
zengine.csv,1.0,0.93,0.56,0.83,0.9,0.84,0.97,0.93,0.87,0.78,0.86,0.16,0.93,0.84,0.92,0.56
zildo.csv,0.54,0.56,0.74,0.67,0.79,0.8,0.6,0.66,0.51,0.63,0.88,0.82,0.4,0.73,0.71,0.4
