,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.17,0.24,0.18,0.29,0.31,0.07,0.51,0.01,0.23,0.32,0.16,0.22,0.25
bscwweasel.csv,0.01,0.05,0.05,0.01,0.16,0.01,0.14,0.29,0.03,0.03,0.04,0.0,0.0
capcode.csv,0.0,0.12,0.12,0.15,0.02,0.16,0.0,0.0,0.13,0.0,0.2,0.32,0.0
emite.csv,0.73,0.12,0.27,0.18,0.18,0.22,0.11,0.45,0.35,0.42,0.2,0.02,0.56
extprosys.csv,0.95,0.59,0.73,0.85,0.8,0.01,0.75,0.71,0.72,0.51,0.59,0.9,0.62
lamp.csv,0.0,0.01,0.01,0.04,0.04,0.01,0.14,0.08,0.02,0.1,0.04,0.0,0.12
retromenu.csv,0.0,0.05,0.06,0.08,0.0,0.01,0.27,0.0,0.05,0.07,0.02,0.02,0.12
smbopensoft.csv,0.0,0.61,0.31,0.26,0.44,0.41,0.42,0.14,0.37,0.54,0.25,0.1,0.5
snakeyaml.csv,0.1,0.55,0.56,0.69,0.67,0.79,0.52,0.85,0.69,0.42,0.0,0.6,0.88
stuproa-cims.csv,0.99,0.54,0.86,0.6,0.96,0.87,0.77,1.0,0.0,0.93,0.76,0.75,1.0
ta3d.csv,0.73,0.78,0.88,0.7,0.93,0.78,0.87,0.68,0.79,0.9,0.84,0.72,0.0
thout.csv,0.0,0.33,0.0,0.32,0.18,0.66,0.35,0.57,0.21,0.19,0.09,0.25,0.56
vrjuggler.csv,0.44,0.48,0.43,0.67,0.51,0.07,0.54,0.09,0.27,0.02,0.62,0.4,0.19
