,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.69,0.94,0.09,0.87,0.29,0.93,0.78,0.68,0.18,0.45,0.57,0.83,0.82,0.86,0.73,0.7
customsagetv.csv,0.36,0.2,0.0,0.0,0.15,0.19,0.34,0.11,0.36,0.22,0.29,0.0,0.64,0.21,0.52,0.09
fluidium.csv,0.02,0.01,0.0,0.25,0.01,0.19,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.48,0.03,0.05
guineu.csv,0.34,0.81,1.0,0.85,0.54,0.72,0.75,0.79,0.61,0.72,0.57,1.0,0.36,1.0,0.27,0.16
inkscape.csv,0.69,0.61,1.0,1.0,0.14,0.13,0.28,0.68,0.75,0.56,0.71,1.0,0.89,0.55,0.91,0.84
mpqc.csv,0.67,0.43,0.73,0.31,0.57,0.27,0.44,0.75,0.79,0.56,0.71,0.75,0.82,0.83,0.36,0.91
nsis.csv,0.79,0.85,0.55,0.46,0.85,0.63,0.91,0.75,0.68,0.7,0.0,0.42,0.7,0.52,0.88,0.36
octave.csv,0.33,0.53,0.0,0.38,0.2,0.24,0.12,0.57,0.32,0.35,0.29,0.17,0.16,0.34,0.36,0.36
owfs.csv,0.97,0.84,1.0,0.23,0.66,0.74,0.78,0.68,0.98,0.89,0.71,0.58,0.84,0.83,0.76,0.36
owlib.csv,0.57,0.33,0.09,0.67,0.42,0.57,0.44,0.43,0.32,0.44,0.57,0.17,0.36,0.38,0.24,0.77
pamguard.csv,0.41,0.3,0.27,0.4,0.34,0.4,0.47,0.57,0.27,0.26,0.29,0.17,0.73,0.07,0.48,0.68
prelude.csv,0.95,0.98,0.18,0.92,0.97,0.88,0.78,0.93,0.7,0.85,1.0,0.67,0.91,0.55,0.94,0.77
robocode.csv,0.62,0.36,0.0,0.23,0.46,0.71,0.47,0.29,0.61,0.34,0.43,0.25,0.73,0.48,0.52,0.48
uwom-server.csv,0.19,0.42,0.0,0.29,0.5,0.52,0.31,0.5,0.64,0.38,0.29,0.42,0.3,0.48,0.42,0.25
zengine.csv,1.0,0.99,0.45,0.92,0.98,0.96,0.97,1.0,0.89,0.98,1.0,0.08,0.93,0.83,1.0,0.93
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.42,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.28,0.67,0.25
