,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.11,0.73,0.28,0.66,0.58,0.19,0.55,0.1,0.29,0.49,0.32,0.03,0.99,0.82,0.67
grafx2.csv,0.15,0.79,0.27,0.5,0.98,0.27,0.61,0.15,0.37,0.55,0.47,0.03,1.0,0.92,0.76
keyczar.csv,0.02,0.59,0.14,0.56,0.31,0.14,0.39,0.33,0.14,0.34,0.25,0.05,0.75,0.98,0.5
lmms.csv,0.11,0.99,0.31,0.6,0.59,0.24,0.48,0.26,0.33,0.41,0.32,0.03,0.86,0.83,0.66
lufa-lib.csv,0.11,0.67,0.13,0.4,0.44,0.22,0.5,0.12,0.37,0.99,0.29,0.04,0.88,0.85,0.66
netatalk.csv,0.2,0.77,0.36,0.82,0.64,0.25,0.64,0.14,0.48,0.54,1.0,0.03,0.88,0.75,0.76
openmeetings.csv,0.16,0.65,1.0,0.68,0.6,0.24,0.75,0.24,0.45,0.47,0.4,0.0,0.89,1.0,0.92
openxava.csv,0.1,0.81,0.14,0.78,0.73,0.18,0.61,1.0,0.29,0.31,0.41,0.06,0.86,0.83,0.83
pgui.csv,0.13,0.95,0.28,0.7,0.75,0.13,0.67,0.13,1.0,0.43,0.0,0.0,1.0,1.0,1.0
qpe.csv,1.0,0.5,0.1,0.13,0.45,0.08,0.31,0.06,0.22,0.4,0.29,0.04,0.75,0.8,0.8
quickfast.csv,0.09,0.65,0.23,0.52,0.53,0.19,0.47,0.1,0.27,0.36,0.27,0.03,0.84,0.79,1.0
rsyslog.csv,0.13,0.72,0.33,1.0,0.82,0.24,0.67,0.25,0.34,0.42,0.42,0.05,0.88,1.0,0.77
sylpheed-claws.csv,0.12,0.71,0.19,0.72,0.66,0.18,0.98,0.09,0.34,0.47,0.4,0.03,0.87,0.78,0.76
xqilla.csv,0.0,1.0,1.0,1.0,0.83,0.11,0.89,0.0,0.17,0.0,0.75,1.0,1.0,1.0,1.0
yale.csv,0.04,0.57,0.12,0.5,0.48,0.99,0.48,0.4,0.18,0.38,0.23,0.01,0.75,0.77,0.67
