,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.54,0.58,0.4,0.5,0.79,0.65,0.73,0.98,0.86,0.66,0.74,0.96,0.07,0.4,0.53
grafx2.csv,0.26,0.23,0.32,0.42,0.03,0.2,0.27,0.33,0.47,0.33,0.24,0.75,0.0,0.07,0.25
keyczar.csv,0.17,0.38,0.48,0.33,0.29,0.07,0.54,0.02,0.45,0.51,0.55,0.35,0.5,0.07,0.5
lmms.csv,0.49,0.01,0.26,0.42,0.63,0.34,0.97,0.22,0.7,0.68,0.68,0.95,0.57,0.47,0.69
lufa-lib.csv,0.27,0.36,0.4,0.38,0.79,0.19,0.5,0.34,0.24,0.01,0.39,0.19,0.21,0.2,0.44
netatalk.csv,0.2,0.21,0.19,0.08,0.42,0.2,0.2,0.42,0.28,0.18,0.0,0.61,0.29,0.13,0.16
openmeetings.csv,0.24,0.33,0.0,0.33,0.47,0.13,0.07,0.23,0.2,0.47,0.16,0.26,0.21,0.0,0.03
openxava.csv,0.33,0.15,0.59,0.08,0.16,0.25,0.31,0.0,0.39,0.53,0.34,0.43,0.21,0.2,0.09
pgui.csv,0.16,0.01,0.16,0.12,0.08,0.22,0.1,0.1,0.0,0.3,0.05,0.07,0.0,0.0,0.0
qpe.csv,0.0,0.67,0.57,0.54,0.71,0.2,0.17,0.64,0.35,0.11,0.45,0.38,0.43,0.2,0.06
quickfast.csv,0.62,0.71,0.5,0.92,0.89,0.6,0.94,0.86,0.96,0.94,0.92,0.85,0.71,0.47,0.0
rsyslog.csv,0.35,0.37,0.24,0.0,0.18,0.3,0.21,0.18,0.61,0.99,0.39,0.53,0.36,0.0,0.16
sylpheed-claws.csv,0.43,0.48,0.47,0.21,0.29,0.61,0.02,0.72,0.58,0.48,0.39,0.71,0.43,0.47,0.22
xqilla.csv,0.01,0.0,0.0,0.0,0.03,0.01,0.01,0.0,0.04,0.01,0.03,0.0,0.0,0.0,0.0
yale.csv,0.53,0.59,0.9,0.75,0.63,0.0,0.35,0.09,0.56,0.82,0.71,0.67,0.86,0.93,0.28
