,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.2,0.78,0.44,0.75,0.72,0.31,0.69,0.18,0.44,0.62,0.47,0.05,0.99,0.67,0.71
grafx2.csv,0.24,0.6,0.4,0.43,0.98,0.33,0.52,0.24,0.49,0.55,0.52,0.06,0.69,0.37,0.62
keyczar.csv,0.03,0.4,0.21,0.45,0.17,0.09,0.38,0.11,0.16,0.35,0.33,0.09,0.45,0.99,0.41
lmms.csv,0.19,1.0,0.44,0.59,0.69,0.35,0.63,0.36,0.47,0.5,0.46,0.05,0.79,0.76,0.76
lufa-lib.csv,0.17,0.49,0.19,0.29,0.49,0.25,0.52,0.18,0.37,0.99,0.34,0.08,0.48,0.5,0.61
netatalk.csv,0.3,0.49,0.46,0.49,0.64,0.3,0.47,0.22,0.57,0.38,1.0,0.05,0.6,0.21,0.47
openmeetings.csv,0.25,0.44,1.0,0.67,0.61,0.24,0.33,0.35,0.44,0.52,0.33,0.0,0.52,0.22,0.4
openxava.csv,0.16,0.48,0.23,0.4,0.49,0.23,0.56,1.0,0.35,0.31,0.5,0.11,0.41,0.45,0.46
pgui.csv,0.18,0.24,0.31,0.39,0.33,0.15,0.32,0.13,0.96,0.35,0.0,0.0,0.45,0.19,0.16
qpe.csv,0.9,0.42,0.15,0.1,0.48,0.09,0.13,0.09,0.24,0.15,0.37,0.08,0.4,0.38,0.28
quickfast.csv,0.15,0.69,0.37,0.67,0.66,0.3,0.62,0.18,0.42,0.48,0.42,0.06,0.83,0.64,0.99
rsyslog.csv,0.22,0.61,0.46,0.98,0.78,0.33,0.54,0.33,0.48,0.59,0.55,0.09,0.67,0.08,0.49
sylpheed-claws.csv,0.2,0.67,0.3,0.59,0.56,0.3,0.98,0.15,0.48,0.52,0.51,0.07,0.73,0.62,0.58
xqilla.csv,0.0,0.01,0.17,0.07,0.2,0.01,0.13,0.0,0.04,0.0,0.33,1.0,0.03,0.04,0.08
yale.csv,0.06,0.49,0.21,0.58,0.49,0.95,0.4,0.44,0.23,0.49,0.33,0.02,0.63,0.87,0.49
