,qpe.csv,lmms.csv,openmeetings.csv,rsyslog.csv,grafx2.csv,yale.csv,sylpheed-claws.csv,openxava.csv,pgui.csv,lufa-lib.csv,netatalk.csv,xqilla.csv,bibletime.csv,keyczar.csv,quickfast.csv
bibletime.csv,0.49,0.42,0.43,0.49,0.51,0.45,0.41,0.49,0.4,0.51,0.41,0.39,0.39,0.48,0.38
grafx2.csv,0.55,0.49,0.46,0.65,0.44,0.68,0.49,0.85,0.43,0.59,0.53,0.34,0.51,0.58,0.45
keyczar.csv,0.99,0.82,0.51,0.89,0.94,0.98,0.8,0.67,0.81,0.76,0.68,0.47,0.75,0.45,0.66
lmms.csv,0.46,0.48,0.47,0.52,0.47,0.45,0.44,0.51,0.4,0.47,0.39,0.38,0.36,0.46,0.36
lufa-lib.csv,0.84,0.67,0.74,0.93,0.74,0.92,0.61,0.9,0.85,0.74,0.76,0.96,0.76,0.55,0.46
netatalk.csv,0.54,0.52,0.62,0.45,0.45,0.66,0.53,0.38,0.45,0.63,0.71,0.33,0.41,0.88,0.57
openmeetings.csv,0.74,0.65,0.95,0.56,0.56,0.89,0.97,0.61,0.84,0.59,0.8,0.65,0.63,0.83,0.85
openxava.csv,0.55,0.67,0.43,0.56,0.45,0.68,0.44,0.94,0.49,0.57,0.41,0.4,0.67,0.72,0.67
pgui.csv,0.95,0.95,0.9,0.9,0.75,0.93,0.97,0.93,0.74,0.79,0.5,0.88,0.79,0.8,0.75
qpe.csv,0.97,0.74,0.69,0.93,0.71,0.99,0.97,0.76,0.8,0.97,0.75,0.67,0.88,0.8,0.9
quickfast.csv,0.45,0.43,0.34,0.52,0.54,0.37,0.42,0.48,0.41,0.53,0.4,0.38,0.38,0.52,0.37
rsyslog.csv,0.52,0.44,0.54,0.56,0.33,0.58,0.54,0.69,0.42,0.52,0.42,0.57,0.44,0.5,0.64
sylpheed-claws.csv,0.46,0.45,0.49,0.61,0.47,0.47,0.5,0.62,0.4,0.57,0.44,0.5,0.38,0.56,0.45
xqilla.csv,0.83,0.0,0.5,0.0,0.83,0.89,0.89,0.0,0.83,0.0,0.75,0.67,0.0,0.0,0.5
yale.csv,0.72,0.69,0.43,0.61,0.74,0.99,0.77,0.95,0.64,0.58,0.54,0.49,0.56,0.44,0.67
